year,month,month_str,day,category,match,place
719.0,5,جمادى الاولى,,birth, ولد في جمادى الاولى سنة تسع عشرة وسبعمائة,
,End of,اخر,20.0,, عليه ديوانه والزبدة مختصر القانون في الطب والمقامات الحريرية وجماعة اخرون كلهم بخجندة ثم ارتحل منها وهو ابن اثنتين وعشرين سنة,
41.0,9,رمضان,,, في رمضان سنة احدى واربعين,
,End of,اخر,,laqiya, اخره والنجم الوابكني وكان لقيه لهما بوابكن قرية من بخارا وهو بمدرسة ثم فيها نحو ثمانين طالبا واقام ببخارا سنة,
,,,10.0,, وممن اخذ عنه بها السيد جلال الدين الكرلابي الحنفي شارح الهداية وغيرها لازمه قريبا من احدى عشرة سنة,
,,,10.0,, وكانت مدة اقامته بخوارزم اثنتي عشرة سنة,
60.0,,,,, فلما وصل معان عرج من هناك الى بلد الخليل فزاره ثم الى بيت المقدس فاقام بها شهرا ونصفا من سنة ستين,
66.0,,,,, ثم ارتحل الى المدينة النبوية صحبة الحاج هو وخلد المذكور فلما قضى الحج عاد اليها في سنة ست وستين,
63.0,12,ذي الحجة,,, واقام بجوار النبي صلى الله عليه وسلم ورايت في مكان اخر انه قدم المدينة في اواخر ذي الحجة سنة ثلاث وستين,
73.0,,,,samia, وخطبة شرحه للتلخيص المسى عروس الافراح وناوله له وكذا سمع بمكة على الكمال بن حبيب مسند الطيالسي ايضا في سنة ثلاث وسبعين بقراءة,قراءة
,,,,, الكمال الدميري وقطنها وهو ابن اربعين سنة بعد,عد
,,,,death, ان فضل واشير اليه بالبراعة والجلالة واستمر بها الى ان مات اكثر من اربعين سنة,
2.0,11,ذي القعدة,7.0,death, ومات في رمضان وقيل في ليلة الخميس سابع ذي القعدة سنة اثنتين بالمدينة,المدينة
,,,,, من الغد مع شهداء احد بالقرب من حمزة خارج المدينة في قبر كان حفره بيده لنفسه وهو ابن احدى وثمانين سنة,
,,,,, وقد ذكره شيخنا في انبائه باختصار فقال انه شغل الناس بالمدينة اربعين سنة,
3.0,,,,, واعاده في سنة ثلاث,
