year,month,month_str,day,category,match,place
804.0,7.0,رجب,,birth, ولد كما حققه في رجب سنة اربع وثمانمائة,
750.0,,,,death, من ذرية موسى الذي كان حاجب حلب وبنى بها مدرسة ثم ولي نيابة البيرة قلعة الروم ومات بالبيرة في سنة خمسين وسبعمائة,
28.0,,,,, وكتب عنه اشياء وكذا اخذ القليل عن شيخنا حين قدومه عليهم في سفرة امد بعد ان كان راسله في سنة ثمان وعشرين,
34.0,,,,, حين توجهه لملاقاة عمه اذ حج عن النور محمود ابن خطيب الدهشة واول ما دخل القاهرة مستقلا بنفسه في سنة اربع وثلاثين,
,,,10.0,, مع انه اذا سئل النظم في اي بحر منه يفعل حسبما قاله وان عمه العلاء ساله وهو ابن اثنتي عشرة سنة,
20.0,,,,death, مع اخيه عبد اللطيف في تدريس الاشتقتمرية والجردكية والحلاوية والشاذبختية برغبة ابيهما لهما عنها قبل موته ثم استقل في سنة عشرين بالاولى,الاولى
36.0,,,,birth, اذ حل ركابه بحلب فيها ثم بتدريس الشاذبختية بعد ولد قاضي حلب يوسف الكوفي ثم قضاء الحنفية ببلده في سنة ست وثلاثين,
48.0,11.0,ذي القعدة,,, عليه بالدخول فيه بقصده الجميل ثم كتابة سرها ونظر جوالها عوضا عن الزين بن الرسام في يوم الاثنين مستهل ذي القعدة سنة ثمان واربعين بالبذل,البذل
,,,,, علوه وعزه لينتفع باشارته ورمزه فلم يلبث ان انقلب على النحاس الدست ورمى من جميع الناس بالمقت كما هي سنة,
50.0,,,,, وقال البقاعي في ترجمة التيزيني وحصلت له كائنة مع ابن الشحنة في سنة خمسين بغته,غته
57.0,11.0,ذي القعدة,,, قدمه في الديار المصرية ليكون مرعيا في نفسه وجماعته وجهاته التي تفوق الوصف فاجتهد حتى ولي كتابة سرها في ذي القعدة سنة سبع وخمسين,
,,,,, كثير جدا فلم يتهن بمباشرتها مع عظيم المملكة الجمال بل صار معه كاحاد الموقعين ومع ذلك فلم يستكمل فيها سنة بل,ل
62.0,,,,, لذلك وما استطعت الجلوس بل انصرفت ويقال انه في مملكة ابن عثمان واستمر المحب مقيما بالقدس الى احدى الجمادين سنة اثنتين وستين,
,,,,samia, الدنيوية بحيث ياتي ذلك على ما يتحصل له من جهاته التي سمعته يقول انها سبعة الاف دينار في كل سنة,
79.0,,,,, وفي سنة تسع وسبعين,
26.0,,,,, الفية ابيه وترتيب مبهمات ابن بشكوال على اسماء الصحابة وقال ان شيخه البرهان اشار عليه به وانه كان في سنة ست وعشرين,
52.0,,,,laqiya, القاموس للمقابلة الفضلاء وكذا قرا عليه اخي بعض الاجزاء ومجالس من تفسير ابن كثير وكان ابتداء لقيي له في سنة اثنتين وخمسين,
77.0,5.0,جمادى الاولى,11.0,qaraa, واورده في معجمه وقرا عليه الجمال حسين الفتحي واخرون ولزم بعد عزله الاخير من القضاء وذلك في يوم الخميس حادي عشر جمادى الاولى سنة سبع وسبعين,
82.0,5.0,جمادى الاولى,18.0,istaqara, منزله غالبا وربما طولب بشيء من الديون وقد يشتكي الى ان استقر في الشيخونية وذلك في يوم الخميس ثامن عشر جمادى الاولى سنة اثنتين وثمانين,
90.0,1.0,محرم,16.0,death, بحيث انقطع عن الجمعة واستمر على ذلك مدة طويلة بما يقرب من الاختلاط الى ان مات في يوم الاربعاء سادس عشر المحرم سنة تسعين,
