year,month,month_str,day,category,match,place
86.0,,,,samia, ممن سمع مني بمكة في سنة ست وثمانين,
75.0,5,جمادى الاولى,,death, مات في جمادى الاولى سنة خمس وسبعين,
32.0,2,صفر,,death, الناصر فرج بعده وحظي في ايامه بحيث ولاه الحسبة بالقاهرة مدة غير مرة واستمر على الامامة حتى مات في صفر سنة اثنتين وثلاثين,
776.0,12,ذي الحجة,,birth, ولد في ذي الحجة سنة ست وسبعين وسبعمائة بعدن,عدن
801.0,,,,, وحج في سنة احدى وثمانمائة,
3.0,End of,اخر,,ijaza, واجتمع بالابناسي في اواخر شوالها وحضر مجلسين او ثلاثة من تدريسه واجاز له ثم في سنة ثلاث,
,,,,, وولي قضاء عدن نحو اربعين سنة,
42.0,9,رمضان,7.0,death, مات في سابع رمضان سنة اثنتين واربعين بعدن,عدن
29.0,9,رمضان,19.0,, وحكى لي عنه انه ورد في تاسع عشري رمضان سنة تسع وعشرين,
777.0,,,,birth, ولد في حدود سنة سبع وسبعين وسبعمائة ببلاد,بلاد
21.0,7,رجب,,, على عبد الله بن سعيد الدكالي الشيخ الصالح وتفقه بعالم بلاده القسم بن ابراهيم واخيه احمد وقدم تونس في رجب سنة احدى وعشرين,
35.0,7,رجب,,infasala, واقام بها الى ان انفصل عنها صحبة الركب في مستهل رجب سنة خمس وثلاثين,
60.0,2,صفر,,death, مات في صفر سنة ستين بمكة,مكة
71.0,,,,, وعرض علي الابشيطي وابي الفرج المراغي وغيرهما كالاميني الاقصرائي حين دخل القاهرة صحبة والده سنة احدى وسبعين بل,ل
