year,month,month_str,day,category,match,place
23.0,3.0,ربيع الاول,,birth, ولد في ربيع الاول سنة ثلاث وعشرين,
,,,,death, واقرا اهلها القران وتميز في العربية وحصل مالا ثم قدم القاهرة فاخذ عنه الاسنوي وغيره ثم مات ولصاحب الترجمة سنة,
70.0,,,,ijaza, وابن عبد الدائم واجاز له المزي وغيره من مصر ودمشق وممن اجاز له الشمس العسقلاني المقري ودخل الشام في سنة سبعين,
761.0,12.0,ذي الحجة,,ijaza, المراسيل من تاليفه ووصفه بالشيخ الامام الحافظ واشتغل بالتصنيف وهو شاب بحيث قرات بخطه اجازة كتبها وهو بمكة في ذي الحجة سنة احدى وستين وسبعمائة,
770.0,,,,, من شرح البخاري وقطعة من شرح المنتقي في الاحكام للمجد بن تيمية وطبقات الفقهاء الشافعية من زمن الشافعي الى سنة سبعين وسبعمائة,
800.0,11.0,ذي القعدة,,, الائمة الستة وضبط المشكل في الاسماء والكنى وما يحتاج اليه من الغريب والغرائب مما لم يوافق الباقين ابتداه في ذي القعدة سنة ثمانمائة,
70.0,,,,, تقدم ولعله كان في ذلك الوقت كذلك لانا لما شاهدناه لم يكن بالحافظ بل الذين قرءوا عليه وراوه من سنة سبعين,
63.0,,,,, ثم ترك واعرض عن قضاء السرقية لولده واقتصر على جهاته كتدريس السابقية والميعاد بها من واقفها وبجامع الحاكم في سنة ثلاث وستين بعد,عد
75.0,,,,, صاحب المصنفات التي ما فتح على غيره بمثلها في هذه الاوقات وسرد منها جملة ذكر انه كتب اليه بها سنة خمس وسبعين,
,,,,, حولي ولا ارى احدا قال وكان منقطعا عن الناس لا يركب الا الى درس او نزهة وكان يعتكف كل سنة بالجامع,الجامع
4.0,3.0,ربيع الاول,16.0,death, مات في ليلة الجمعة سادس عشر ربيع الاول سنة اربع,
