token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
موسى,موسى,مُوسَى,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
رسلان,رسلان,رَسْل,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
زين,زين,زَيْن,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
موسى,موسى,مُوسَى,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ادريس,إدريس,إِدْرِيس,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
موسى,موسى,مُوسَى,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
موهوب,موهوب,مَوْهُوب,I-PERS,adj
البدر,البدر,بَدْر,I-PERS,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الجمال,الجمال,جَمال,I-PERS,noun
ابي,أبي,أَبِي,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الشرف,الشرف,شَرَف,I-PERS,noun
ابي,أبي,أَبِي,I-PERS,noun_prop
البركات,البركات,بَرَكَة,I-PERS,noun
السلمي,السلمي,سِلْمِيّ,I-PERS,adj
بضم,ب+_ضم,ضَمّ,B-PERS,noun
المهملة,المهملة,مُهْمَل,I-PERS,adj
الدمشقي,الدمشقي,دِمَشْقِيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
ذي,ذي,ذُو,O,noun
الحجة,الحجة,حُجَّة,O,noun
ليلة,ليلة,لَيْلَة,O,noun
عرفة,عرفه,عُرْف,O,noun
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وخمسين,و+_خمسين,خَمْس,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
واحضر,و+_أحضر,حَضَر,O,verb
وهو,و+_هو,هُوَ,O,pron
في,في,فِي,O,prep
الخامسة,الخامسة,خامِس,O,adj
في,في,فِي,O,prep
عاشر,عاشر,عاشِر,O,noun
رمضان,رمضان,رَمَضان,O,noun_prop
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
وخمسين,و+_خمسين,خَمْس,O,noun
على,على,عَلَى,O,prep
العماد,العماد,عِماد,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
كثير,كثير,كَثِير,I-PERS,noun
الحافظ,الحافظ,حافِظ,I-PERS,noun_prop
منتقى,منتقى,مُنْتَقَى,O,noun
من,من,مِن,O,prep
رابع,رابع,رابِع,O,adj
حديث,حديث,حَدِيث,O,noun
سعدان,سعدان,سَعْدان,B-PERS,noun
بسماعه,ب+_سماعه,سَماع,O,noun
على,على,عَلَى,O,prep
الحجار,الحجار,حَجّار,O,noun
وسمع,و+_سمع,سَمِع,O,verb
على,على,عَلَى,O,prep
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
موسى,موسى,مُوسَى,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
سليمان,سليمان,سُلَيْمان,I-PERS,noun_prop
الشيرجي,الشيرجي,الشيرجي,I-PERS,noun_prop
جزء,جزء,جُزْء,O,noun
الانصاري,الأنصاري,أَنْصارِيّ,I-PERS,noun_prop
مع,مع,مَع,O,prep
الفوائد,الفوائد,فائِدَة,O,noun
وعلى,و+_على,عَلَى,O,prep
الشمس,الشمس,شَمْس,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
موسى,موسى,مُوسَى,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
سند,سند,سَنَد,I-PERS,noun
الحافظ,الحافظ,حافِظ,I-PERS,noun_prop
بعض,ب+_عض,عَضّ,O,noun
المائة,المائة,مِئَة,O,noun
انتقاء,انتقاء,ٱِنْتِقاء,O,noun
العلائي,العلائي,العلائي,B-PERS,noun_prop
من,من,مِن,O,prep
مشيخة,مشيخة,مَشْيَخَة,O,noun
الفخر,الفخر,فَخْر,O,noun
ومن,و+_من,مِن,O,prep
الشمس,الشمس,شَمْس,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الكريم,الكريم,كَرِيم,I-PERS,noun_prop
الموصلي,الموصلي,مَوْصِلِيّ,I-PERS,noun
قصيدة,قصيدة,قَصِيدَة,O,noun
من,من,مِن,O,prep
نظمه,نظمه,نَظَّم,O,verb
اولها,أولها,أَوَّل,O,adj
:,:,:,O,punc
جواني,جواني,جُوّانِيّ,O,adj
لسواكم,ل+_سواكم,سِوَى,O,noun
قط,قط,قَطّ,O,noun
ما,ما,ما,O,pron_rel
