token,tokenized,lemma,label,pos
عمر,عمر,عُمَر,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
قيماز,قيماز,قيماز,I-PERS,noun_prop
ركن,ركن,رُكْن,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
حفص,حفص,حفص,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الامير,الأمير,أَمِير,I-PERS,noun
سيف,سيف,سَيْف,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
وخدم,و+_خدم,خَدَم,O,verb
جماعة,جماعة,جَماعَة,O,noun
من,من,مِن,O,prep
اعيان,أعيان,أَعْيان,O,noun
الامراء,الأمراء,أَمِير,O,noun
وباشر,و+_باشر,باشَر,O,verb
وظائف,وظائف,وَظِيفَة,O,noun
كثيرة,كثيرة,كَثِير,O,noun
منها,منها,مِن,O,prep
استادارية,استادارية,استاداريه,O,noun_prop
السلطان,السلطان,سُلْطان,O,noun
مرارا,مرارا,مِرار,O,noun
ولم,و+_لم,لَم,O,part_neg
ينتج,ينتج,أَنْتَج,O,verb
امره,أمره,أَمْر,O,noun
،,،,،,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
يوم,يوم,يَوْم,O,noun
الاثنين,الاثنين,ٱِثْنَيْنِ,O,noun_prop
مستهل,مستهل,مُسْتَهَلّ,O,noun
رجب,رجب,رَجَب,O,noun_prop
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
.,.,.,O,punc
ذكره,ذكره,ذَكَر,O,verb
العيني,العيني,عَيْنِيّ,B-PERS,adj
وغيره,و+_غيره,غَيْر,O,noun
،,،,،,O,punc
زاد,زاد,زاد,O,verb
المقريزي,المقريزي,المقريزي,B-PERS,noun_prop
بحلب,ب+_حلب,حَلَب,B-LOC,noun_prop
وهو,و+_هو,هُوَ,O,pron
صاحب,صاحب,صاحِب,O,noun
السبيل,السبيل,سَبِيل,O,noun
والتربة,و+_التربة,تُرْبَة,O,noun
تجاه,تجاه,تُجاهَ,O,prep
خليج,خليج,خَلِيج,O,noun
الزعفران,الزعفران,زَعْفَران,B-LOC,noun
المعروف,المعروف,مَعْرُوف,O,adj
بسبيل,ب+_سبيل,سَبِيل,O,noun
ابن,ابن,ٱِبْن,I-PERS,noun_prop
قيماز,قيماز,قيماز,I-PERS,noun_prop
.,.,.,O,punc
