token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
الكمال,الكمال,كَمال,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
البركات,البركات,بَرَكَة,I-PERS,noun
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
اخو,أخو,أَخ,O,noun
اللذين,اللذين,الَّذِي,O,pron_rel
قبله,قبله,قِبَل,O,noun
وشقيق,و+_شقيق,شَقِيق,O,noun
ثانيهما,ثانيهما,ثانيهما,O,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
خمس,خمس,خَمْس,O,adj
وثمانين,و+_ثمانين,ثَمانِي,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
او,أو,أَو,O,conj
التي,التي,الَّذِي,O,pron_rel
بعدها,بعدها,بُعْد,O,noun
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
واحضر,و+_أحضر,حَضَر,O,verb
على,على,عَلَى,O,prep
الجمال,الجمال,جَمال,B-PERS,noun
الاميوطي,الاميوطي,الاميوطي,I-PERS,noun_prop
وسمع,و+_سمع,سَمِع,O,verb
من,من,مِن,O,prep
ابيه,أبيه,أَب,O,noun
والشمس,و+_الشمس,شَمْس,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
سكر,سكر,سُكْر,I-PERS,noun
وابن,و+_ابن,ٱِبْن,B-PERS,noun
طولوبغا,طولوبغا,طولوبغا,I-PERS,noun_prop
وابن,و+_ابن,ٱِبْن,O,noun
عمه,عمه,عَمّ,O,noun
المحب,المحب,مُحِبّ,O,noun
ابي,أبي,أَبِي,B-PERS,noun_prop
البركات,البركات,بَرَكَة,I-PERS,noun
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الكمال,الكمال,كَمال,I-PERS,noun
النويري,النويري,النويري,I-PERS,noun_prop
،,،,،,O,punc
ودخل,و+_دخل,دَخَل,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
ودمشق,و+_دمشق,دِمَشْق,B-LOC,noun_prop
مرارا,مرارا,مِرار,O,noun
وسمع,و+_سمع,سَمِع,O,verb
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
من,من,مِن,O,prep
عبد,عبد,عَبْد,B-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
الارموي,الارموي,الارموي,I-PERS,noun_prop
