token,tokenized,lemma,label,pos
ابن,ابن,ٱِبْن,B-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
وجماعة,و+_جماعة,جَماعَة,O,noun
يقال,يقال,قال,O,verb
لهم,لهم,لِ,O,prep
بنو,بنو,بَنُون,O,noun
عمر,عمر,عُمَر,I-PERS,noun_prop
امراء,أمراء,أَمِير,O,noun
هوارة,هوارة,هَوّارَة,B-ORG,noun
وهم,و+_هم,هُم,O,pron
اسماعيل,إسماعيل,إِسْماعِيل,B-PERS,noun_prop
وعيسى,و+_عيسى,عِيسَى,B-PERS,noun_prop
وكان,و+_كان,كان,O,verb
مالكيا,مالكيا,مالِكِيّ,O,noun
له,له,لِ,O,prep
بعض,ب+_عض,عَضّ,O,noun
مشاركة,مشاركة,مُشارَكَة,O,noun
ومحمد,و+_محمد,مُحَمَّد,B-PERS,noun_prop
بنو,بنو,بَنُون,I-PERS,noun
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
وسليمان,و+_سليمان,سُلَيْمان,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عيسى,عيسى,عِيسَى,I-PERS,noun_prop
احدهم,أحدهم,أَحَد,O,noun
ابن,ابن,ٱِبْن,B-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
قاضي,قاضي,قاضِي,O,noun
غزة,غزة,غَزَّة,B-LOC,noun_prop
الحنفي,الحنفي,حَنَفِيّ,O,noun_prop
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
وابنه,و+_ابنه,ٱِبْن,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
ايضا,أيضا,أَيْض,O,noun
.,.,.,O,punc
