token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
ناصر,ناصر,ناصِر,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
الفضل,الفضل,فَضْل,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
العلاء,العلاء,عَلاء,I-PERS,noun
القاهري,القاهري,قاهِرِيّ,I-PERS,adj
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
الماضي,الماضي,ماضِي,O,adj
ابوه,أبوه,أَب,O,noun
والاتي,و+_الآتي,آتِي,O,noun
ولده,ولده,وَلَد,O,noun
الجلال,الجلال,جَلال,O,noun_prop
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الردادي,الردادي,الردادي,I-PERS,noun_prop
وهو,و+_هو,هُوَ,O,pron
بكنيته,ب+_كنيته,كُنْيَة,O,noun
اشهر,أشهر,شَهْر,O,noun
.,.,.,O,punc
نشا,نشأ,شَأَو,O,verb
فحفظ,ف+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
وكتبا,و+_كتبا,كِتاب,O,noun
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
قليلا,قليلا,قَلِيل,O,adj
وقرا,و+_قرآ,قَرَأ,O,verb
على,على,عَلَى,O,prep
السراج,السراج,سِراج,O,noun
قاري,قاري,قارِّيّ,O,adj
الهداية,الهداية,هِدايَة,O,noun
وابن,و+_ابن,ٱِبْن,B-PERS,noun
مهنا,مهنا,مُهَنّا,I-PERS,noun_prop
،,،,،,O,punc
وسمع,و+_سمع,سَمِع,O,verb
من,من,مِن,O,prep
شيخنا,شيخنا,شَيْخ,O,noun
وغيره,و+_غيره,غَيْر,O,noun
،,،,،,O,punc
ومما,و+_مما,مِن,O,prep
سمعه,سمعه,سَمِع,O,verb
ختم,ختم,خَتَم,O,verb
البخاري,البخاري,بُخارِيّ,B-PERS,adj
في,في,فِي,O,prep
الظاهرية,الظاهرية,ظاهِرِيّ,O,adj
القديمة,القديمة,قَدِيم,O,adj
ومعه,و+_معه,مَع,O,prep
ولده,ولده,وَلَد,O,noun
،,،,،,O,punc
وناب,و+_نأب,أَبَى,O,verb
في,في,فِي,O,prep
القضاء,القضاء,قَضاء,O,noun
دهرا,دهرا,دَهْر,O,noun
تجملا,تجملا,تَجَمَّل,O,verb
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
بالتجارة,ب+_التجارة,تِجارَة,O,noun
وذكر,و+_ذكر,ذَكَر,O,verb
بمزيد,ب+_مزيد,مَزِيد,O,noun
الثروة,الثروة,ثَرْوَة,O,noun
مع,مع,مَع,O,prep
توسط,توسط,تَوَسَّط,O,verb
المعيشة,المعيشة,مَعِيشَة,O,noun
واقام,و+_أقام,أَقام,O,verb
منبر,منبر,مِنْبَر,O,noun
جامع,جامع,جامِع,O,noun
الغمرى,الغمرى,الغمري,I-MISC,noun_prop
اول,أول,أَوَّل,O,adj
ما,ما,ما,O,pron_rel
جدد,جدد,جَدَّد,O,verb
وكرسيا,و+_كرسيا,كُرْسِيّ,O,noun
للقراءة,ل+_القراءة,قِراءَة,O,noun
وربما,و+_ربما,رُبَّما,O,adv
ساعد,ساعد,ساعَد,O,verb
فيه,فيه,فِي,O,prep
لمجاورته,ل+_مجاورته,مُجاوَرَة,O,noun
له,له,لِ,O,prep
.,.,.,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
خامس,خامس,خامِس,O,adj
شوال,شوال,شُوال,O,noun
سنة,سنة,سَنَة,O,noun
ستين,ستين,سِتّ,O,noun
عن,عن,عَن,O,prep
ازيد,أزيد,زاد,O,verb
من,من,مِن,O,prep
سبعين,سبعين,سَبْع,O,noun
سنة,سنة,سَنَة,O,noun
ودفن,و+_دفن,دَفَن,O,verb
بتربة,ب+_تربة,تُرْبَة,O,noun
سودون,سودون,سودون,B-LOC,noun_prop
المغربي,المغربي,مَغْرِبِيّ,O,adj
تجاه,تجاه,تُجاهَ,O,prep
تربة,تربة,تُرْبَة,O,noun
كوكاى,كوكاى,كوكاي,B-LOC,noun_prop
رحمه,رحمه,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
وعفا,و+_عفا,عَفا,O,verb
عنه,عنه,عَن,O,prep
.,.,.,O,punc
