token,tokenized,lemma,label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
طريف,طريف,طَرِيف,I-PERS,adj
بالمهملة,ب+_المهملة,مُهْمَل,B-LOC,adj
كرغيف,ك+_رغيف,رَغِيف,B-PERS,noun
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
المحيوي,المحيوي,المحيوي,I-PERS,noun_prop
النشاوي,النشاوى,نَشْوان,I-PERS,noun
بالمعجمة,بالمعجمة,بالمعجمه,B-LOC,noun_prop
القاهري,القاهري,قاهِرِيّ,I-PERS,adj
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
اخو,أخو,أَخ,O,noun
ام,أم,أَم,B-PERS,conj
الخير,الخير,خَيْر,I-PERS,noun
وابن,و+_ابن,ٱِبْن,O,noun
اخي,أخي,أَخ,O,noun
التاج,التاج,تاج,O,noun_prop
عبد,عبد,عَبْد,B-PERS,noun_prop
الوهاب,الوهاب,وَهّاب,I-PERS,noun_prop
الاتيين,الآتيين,آتِي,I-PERS,noun
وكذا,و+_كذا,كَذا,O,conj
ابوه,أبوه,أَب,O,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وتسعين,و+_تسعين,سَعَى,O,verb
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
كما,كما,كَما,O,conj
رايته,رأيته,راوَنْد,O,verb
بخطه,ب+_خطة,خُطَّة,O,noun
ويتايد,و+_يتأيد,تَأَيَّد,O,verb
باثبات,ب+_إثبات,إِثْبات,O,noun
كونه,كونه,كَوْن,O,noun
كان,كان,كان,O,verb
في,في,فِي,O,prep
الخامسة,الخامسة,خامِس,O,adj
سنة,سنة,سَنَة,O,noun
