token,tokenized,lemma,label,pos
حسن,حسن,حَسَن,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
قلقيلة,قلقيلة,قُلْقِيلَة,I-PERS,noun
بدر,بدر,بَدْر,I-PERS,noun
الدين,الدين,دِين,I-PERS,noun
الحسيني,الحسيني,حُسَيْنِيّ,I-PERS,noun_prop
سكنا,سكنا,سَكَن,O,noun
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
.,.,.,O,punc
اخذ,أخذ,أَخَذ,O,verb
عن,عن,عَن,O,prep
البدر,البدر,بَدْر,O,noun
العيني,العيني,عَيْنِيّ,O,adj
واستقر,و+_استقر,ٱِسْتَقَرّ,O,verb
به,به,بِ,O,prep
امام,أمام,أَمام,O,noun
مدرسته,مدرسته,مَدْرَسَة,O,noun
،,،,،,O,punc
وكذا,و+_كذا,كَذا,O,conj
قرا,قرآ,قَرَأ,O,verb
على,على,عَلَى,O,prep
الجمال,الجمال,جَمال,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الرومي,الرومي,رُومِيّ,I-PERS,noun_prop
،,،,،,O,punc
واستقر,و+_استقر,ٱِسْتَقَرّ,O,verb
بعده,بعده,بُعْد,O,noun
في,في,فِي,O,prep
تدريس,تدريس,تَدْرِيس,O,noun
الحنفية,الحنفية,حَنَفِيّ,B-ORG,adj
بجامع,ب+_جامع,جامِع,O,noun
الظاهر,الظاهر,ظاهِر,B-ORG,noun
وام,و+_أم,أُمّ,O,noun_prop
بالبرقوقية,ب+_البرقوقية,بَرْقُوقِيّ,B-LOC,adj
نيابة,نيابة,نِيابَة,O,noun
وتكسب,و+_تكسب,كَسَب,O,verb
بالشهادة,ب+_الشهادة,شَهادَة,O,noun
وصاهره,وصاهره,وصاهره,O,noun_prop
الشمس,الشمس,شَمْس,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
خليل,خليل,خَلِيل,I-PERS,noun_prop
على,على,عَلَى,O,prep
ابنته,ابنته,ٱِبْنَة,O,noun
وكانت,و+_كانت,كان,O,verb
بينهما,بينهما,بَيِّن,O,noun
قلاقل,قلاقل,قَلْقَلَة,B-PERS,noun
.,.,.,O,punc
مات,مات,مات,O,verb
قريب,قريب,قَرِيب,O,adj
الستين,الستين,سِتّ,O,noun
تقريبا,تقريبا,تَقْرِيب,O,noun
.,.,.,O,punc
