token,tokenized,lemma,label,pos
ابراهيم,إبراهيم,إِبْراهِيم,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
حسن,حسن,حَسَن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
حسين,حسين,حُسَيْن,I-PERS,noun_prop
محب,محب,مُحِبّ,I-PERS,noun
الدين,الدين,دِين,I-PERS,noun
وبرهان,و+_ب+_رهان,رِهان,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
الوفاء,الوفاء,وَفاء,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
النور,النور,نُور,I-PERS,noun_prop
التلواني,التلواني,التلواني,I-PERS,noun_prop
الاصل,الأصل,أَصْل,O,noun
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
الشافعي,الشافعي,شافِعِيّ,I-PERS,adj
نزيل,نزيل,أَزال,O,verb
جامع,جامع,جامِع,B-ORG,noun
الاقمر,الأقمر,أَقْمَر,I-ORG,noun
ويعرف,و+_يعرف,عَرَف,O,verb
كابيه,ك+_أبيه,أَب,B-PERS,noun
بالتلواني,بالتلواني,بالتلواني,B-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اثنتي,ٱثنتي,ٱِثْنَتا,O,noun
عشرة,عشرة,عَشَرَة,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فحفظ,ف+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
عند,عند,عِنْد,O,noun
الجمال,الجمال,جَمال,B-PERS,noun
البدراني,البدراني,البدراني,I-PERS,noun_prop
والمنهاج,و+_المنهاج,مِنْهاج,O,noun
الفرعي,الفرعي,فَرْعِيّ,O,adj
والالفيتين,و+_الألفيتين,أَلْفِيّ,O,adj
وجمع,و+_جمع,جَمْع,O,noun
الجوامع,الجوامع,جامِع,O,noun
وعرض,و+_عرض,عَرَض,O,verb
على,على,عَلَى,O,prep
شيخنا,شيخنا,شَيْخ,O,noun
ووالده,و+_والدة,والِد,O,noun
وابن,و+_ابن,ٱِبْن,B-PERS,noun
البلقيني,البلقيني,البلقيني,I-PERS,noun_prop
واخرين,و+_آخرين,آخَر,O,adj
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
يسيرا,يسيرا,سار,O,verb
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
على,على,عَلَى,O,prep
الونائي,الونائي,الونائي,B-PERS,noun_prop
والسراج,و+_السراج,سِراج,B-PERS,noun
الدموشي,الدموشي,الدموشي,I-PERS,noun_prop
فيما,فيما,ما,O,conj_sub
قال,قال,قال,O,verb
وفي,و+_في,فِي,O,prep
العربية,العربية,عَرَبِيّ,O,adj
على,على,عَلَى,O,prep
العز,العز,عِزّ,B-PERS,noun
عبد,عبد,عَبْد,I-PERS,noun_prop
السلام,السلام,سَلام,I-PERS,noun
البغدادي,البغدادي,بَغْدادِيّ,I-PERS,adj
وغيره,و+_غيره,غَيْر,O,noun
ولبس,و+_لبس,لَبْس,O,noun
الخرقة,الخرقة,خُرْقَة,O,noun
من,من,مِن,O,prep
الزين,الزين,زَيْن,O,noun
رمضان,رمضان,رَمَضان,B-PERS,noun_prop
الادكاوي,الادكاوي,الادكاوي,I-PERS,noun_prop
واجاز,و+_أجاز,أَجاز,O,verb
له,له,لِ,O,prep
وهو,و+_هو,هُوَ,O,pron
طفل,طفل,طِفْل,O,noun
باستدعاء,ب+_استدعاء,ٱِسْتِدْعاء,O,noun
مؤرخ,مؤرخ,مُؤَرَّخ,O,noun
بجمادى,ب+_جمادى,جُمادَى,O,noun_prop
الاولى,الأولى,أُولَى,O,adj
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
عشرة,عشرة,عَشَرَة,O,noun
الشرف,الشرف,شَرَف,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الكويك,الكويك,الكويك,I-PERS,noun_prop
والجمال,و+_الجمال,جَمال,O,noun_prop
عبد,عبد,عَبْد,B-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
الحنبلي,الحنبلي,حَنْبَلِيّ,I-PERS,adj
واستجيز,و+_أستجيز,ٱِسْتَجاز,O,verb
في,في,فِي,O,prep
بعض,ب+_عض,عَضّ,O,noun
الاستدعاات,الاستدعاات,الاستدعاات,O,noun_prop
بل,بل,بَل,O,conj
ربما,ربما,رُبَّما,O,adv
حدث,حدث,حَدَث,O,verb
وحج,و+_حج,حَجّ,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وثلاثين,و+_ثلاثين,ثَلاث,O,noun
ودرس,و+_درس,دَرْس,O,noun
بجامع,ب+_جامع,جامِع,O,noun
المقس,المقس,المقس,O,noun_prop
في,في,فِي,O,prep
باب,باب,باب,B-LOC,noun
البحر,البحر,بَحْر,I-LOC,noun
وكذا,و+_كذا,كَذا,O,conj
بالحاجبية,بالحاجبية,بالحاجبيه,B-LOC,noun_prop
وجرت,و+_جرت,جَرَى,O,verb
له,له,لِ,O,prep
كائنة,كائنة,كائِن,O,noun
بسبب,ب+_سبب,سَبَب,O,noun
اوقافه,أوقافه,وَقْف,O,noun
وتكلم,و+_تكلم,تَكَلَّم,O,verb
في,في,فِي,O,prep
جامع,جامع,جامِع,O,noun
الاقمر,الأقمر,أَقْمَر,I-ORG,noun
وولى,و+_ولي,وَلِيّ,O,noun
مشيخة,مشيخة,مَشْيَخَة,O,noun
الرباط,الرباط,رِباط,B-LOC,noun_prop
بالبيبرسية,بالبيبرسية,بالبيبرسيه,B-LOC,noun_prop
ورغب,و+_رغب,رَغِب,O,verb
عنها,عنها,عَن,O,prep
باخرة,باخرة,باخِرَة,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
وثمانين,و+_ثمانين,ثَمانِي,O,noun
لعبد,ل+_عبد,عَبْد,B-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
النقيب,النقيب,نَقِيب,I-PERS,noun
وهو,و+_هو,هُوَ,O,pron
انسان,إنسان,إِنْسان,O,noun
لين,لين,لِين,O,noun
الجانب,الجانب,جانِب,O,noun
تجرع,تجرع,جَرَع,O,verb
بعد,بعد,بُعْد,O,noun
ما,ما,ما,O,pron_rel
اشير,أشير,أَشار,O,verb
اليه,إليه,إِلَى,O,prep
فاقة,فاقه,فاق,O,verb
سيما,سيما,سِيَّما,O,adv
حين,حين,حِين,O,noun
توجه,توجه,تَوَجَّه,O,verb
بسببها,ب+_سببها,سَبَب,O,noun
لملاقاة,ل+_ملاقاة,مُلاقاة,O,noun
السيد,السيد,سَيِّد,O,noun_prop
الكردي,الكردي,كُرْدِيّ,B-PERS,adj
ليعينه,ل+_يعينه,عَيَّن,O,verb
فيها,فيها,فِي,O,prep
فانه,ف+_إنه,إِنَّ,O,verb_pseudo
سقط,سقط,سَقَط,O,verb
وانكسر,و+_أنكسر,ٱِنْكَسَر,O,verb
بعض,ب+_عض,عَضّ,O,noun
اعضائه,أعضائه,عُضْو,O,noun
.,.,.,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وتسعين,و+_تسعين,سَعَى,O,verb
رحمه,رحمه,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
وايانا,و+_إيانا,إِيّا,O,part
.,.,.,O,punc
