token,tokenized,lemma,label,pos
ابو,أبو,أَبُو,B-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
صالح,صالح,صالِح,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
الرضي,الرضى,رِضَى,I-PERS,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الجمال,الجمال,جَمال,I-PERS,noun
الهمذاني,الهمذاني,الهمذاني,I-PERS,noun_prop
الجبلي,الجبلي,جَبَلِيّ,O,adj
بكسر,ب+_كسر,كَسْر,O,noun
الجيم,الجيم,جِيم,O,noun
بعدها,بعدها,بُعْد,O,noun
موحدة,موحدة,مُوَحَّد,O,adj
ساكنة,س+_أكنه,كان,O,verb
ثم,ثم,ثُمَّ,O,adv
التعزي,التعزي,التعزي,B-PERS,noun_prop
اليماني,اليماني,يَمانِيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,B-PERS,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الخياط,الخياط,خَيّاط,I-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
جمادى,جمادى,جُمادَى,O,noun_prop
الاولى,الأولى,أُولَى,O,adj
سنة,سنة,سَنَة,O,noun
اثنتين,ٱثنتين,ٱِثْنَتانِ,O,adj
واربعين,و+_أربعين,أَرْبَع,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وحفظ,و+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
وتلاه,و+_تلاه,تَلا,O,verb
بالقراءات,ب+_القراءات,قِراءَة,O,noun
واختار,و+_اختار,ٱِخْتار,O,verb
قراءة,قراءة,قِراءَة,O,noun
ابن,ابن,ٱِبْن,B-PERS,noun_prop
كثير,كثير,كَثِير,I-PERS,noun
والحاوي,و+_الحاوي,حاوِي,B-PERS,noun
وتفقه,و+_تفقه,فاق,O,verb
بمحمد,ب+_محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
