token,tokenized,lemma,label,pos
فاطمة,فاطمة,فاطِمَة,B-PERS,noun_prop
امراة,أمراه,أَمْر,O,noun
كانت,كانت,كان,O,verb
مقيمة,مقيمة,مُقِيم,O,noun
بالجبل,ب+_الجبل,جَبَل,O,noun
المقطم,المقطم,مُقَطَّم,B-LOC,noun_prop
وتكنى,و+_تكني,كان,O,verb
ام,أم,أَم,O,conj
يحيى,يحيى,يَحْيَى,I-PERS,noun_prop
للناس,ل+_الناس,ناس,O,noun
فيها,فيها,فِي,O,prep
اعتقاد,اعتقاد,ٱِعْتِقاد,O,noun
ماتت,ماتت,مات,O,verb
في,في,فِي,O,prep
شوال,شوال,شُوال,O,noun
سنة,سنة,سَنَة,O,noun
خمسين,خمسين,خَمْس,O,noun
ودفنت,و+_دفنت,دَفَن,O,verb
هناك,هناك,هُناكَ,O,adv
