token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
منصور,منصور,مَنْصُور,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عيسى,عيسى,عِيسَى,I-PERS,noun_prop
الشمس,الشمس,شَمْس,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
النجا,النجا,نَجاً,I-PERS,noun
ابن,ابن,ٱِبْن,O,noun_prop
الخطيب,الخطيب,خَطِيب,O,noun_prop
البهاء,البهاء,بَهاء,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
الابشيهي,الابشيهي,الابشيهي,I-PERS,noun_prop
المحلى,المحلي,مَحَلِّيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
الماضي,الماضي,ماضِي,O,adj
ابوه,أبوه,أَب,O,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
عشرة,عشرة,عَشَرَة,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
تقريبا,تقريبا,تَقْرِيب,O,noun
بالمحلة,ب+_المحلة,مَحَلَّة,B-LOC,noun
وحفظ,و+_حفظ,حِفْظ,O,noun
بها,بها,بِ,O,prep
القران,القرآن,قُرْآن,O,noun_prop
وصلى,و+_صلى,صَلَّى,O,verb
به,به,بِ,O,prep
العمدة,العمدة,عُمْدَة,O,noun
واربعي,و+_أربعي,أَرْبَع,O,adj
النووي,النووي,نَوَوِيّ,I-PERS,adj
والتبريزي,و+_التبريزي,تَبْرِيزِيّ,B-PERS,adj
والملحة,و+_الملحة,مُلِحّ,O,adj
،,،,،,O,punc
وعرض,و+_عرض,عَرَض,O,verb
على,على,عَلَى,O,prep
الجماعة,الجماعة,جَماعَة,O,noun
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
قليلا,قليلا,قَلِيل,O,adj
،,،,،,O,punc
وناب,و+_نأب,أَبَى,O,verb
في,في,فِي,O,prep
القضاء,القضاء,قَضاء,O,noun
عن,عن,عَن,O,prep
اوحد,أوحد,وَحَّد,B-PERS,verb
الدين,الدين,دِين,I-PERS,noun
العجميمي,العجميمي,العجميمي,I-PERS,noun_prop
،,،,،,O,punc
وكان,و+_كان,كان,O,verb
عفيفا,عفيفا,عَفِيف,O,adj
بارعا,بارعا,بارَع,O,verb
في,في,فِي,O,prep
الصناعة,الصناعة,صِناعَة,O,noun
.,.,.,O,punc
مات,مات,مات,O,verb
قبيل,قبيل,قُبَيْلَ,O,noun
الثمانين,الثمانين,ثَمانِي,O,noun
بيسير,ب+_يسير,يَسِير,O,adj
ولشدة,و+_ل+_شدة,شِدَّة,O,noun
بياضه,بياضه,بَياض,O,noun
وحسن,و+_حسن,حَسَن,O,noun_prop
شاكلته,شاكلته,شاكَل,O,verb
كان,كان,كان,O,verb
يلقب,يلقب,لَقَّب,O,verb
خروفا,خروفا,خَرُوف,O,noun
رحمه,رحمه,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
.,.,.,O,punc
