token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمود,محمود,مَحْمُود,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عماد,عماد,عِماد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
العماد,العماد,عِماد,I-PERS,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
البركات,البركات,بَرَكَة,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الشرف,الشرف,شَرَف,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
العماد,العماد,عِماد,I-PERS,noun
الهمذاني,الهمذاني,الهمذاني,I-PERS,noun_prop
الاصل,الأصل,أَصْل,O,noun
بالتحريك,ب+_التحريك,تَحْرِيك,B-PERS,noun
والاعجام,و+_الأعجام,عَجَمِيّ,B-PERS,noun
القاهري,القاهري,قاهِرِيّ,I-PERS,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بلقبه,ب+_لقبه,لَقَب,O,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
كما,كما,كَما,O,conj
قراته,قرأته,قَرَأ,O,verb
بخطه,ب+_خطة,خُطَّة,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وثمانين,و+_ثمانين,ثَمانِي,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فحفظ,ف+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,B-MISC,noun_prop
وقال,و+_قال,قال,O,verb
انه,أنه,أَنَّ,O,conj_sub
جوده,جودة,جُودَة,O,noun
على,على,عَلَى,O,prep
الفخر,الفخر,فَخْر,O,noun
الضرير,الضرير,الضرير,O,noun_prop
الامام,الإمام,إِمام,O,noun
والعمدة,و+_العمدة,عُمْدَة,O,noun
وعرضها,و+_عرضها,عَرْض,O,noun
في,في,فِي,O,prep
رجب,رجب,رَجَب,O,noun_prop
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
وتسعين,و+_تسعين,سَعَى,O,verb
على,على,عَلَى,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
الملقن,الملقن,مُلَقِّن,I-PERS,noun
ولقب,و+_لقب,لَقَب,O,noun
جده,جده,جَدّ,O,noun
شرف,شرف,شَرَف,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
وسمع,و+_سمع,سَمِع,O,verb
في,في,فِي,O,prep
جمادى,جمادى,جُمادَى,O,noun_prop
الثانية,الثانية,ثانِي,O,adj
منها,منها,مِن,O,prep
على,على,عَلَى,O,prep
البدر,البدر,بَدْر,B-PERS,noun
حسن,حسن,حَسَن,O,noun_prop
النسابة,النسابة,نَسّاب,I-PERS,noun
الكبير,الكبير,كَبِير,O,adj
المسلسل,المسلسل,مُسَلْسَل,O,noun
بالاولية,ب+_الأولية,أَوَّل,O,adj
بشرطه,ب+_شرطة,شُرْطَة,O,noun
وجزء,و+_جزء,جُزْء,O,noun
البطاقة,البطاقة,بِطاقَة,O,noun
وفي,و+_في,فِي,O,prep
التي,التي,الَّذِي,O,pron_rel
تليها,تليها,وَلِي,O,verb
على,على,عَلَى,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
المجد,المجد,مَجْد,I-PERS,noun
الصحيح,الصحيح,صَحِيح,I-PERS,adj
وعلى,و+_على,عَلَى,O,prep
التنوخي,التنوخي,التنوخي,B-PERS,noun_prop
والعراقي,و+_العراقي,عِراقِيّ,O,noun
والهيثمي,والهيثمي,والهيثمي,B-PERS,noun_prop
ختمه,ختمه,خَتَم,O,verb
،,،,،,O,punc
وحدث,و+_حدث,حَدَث,O,noun
باليسير,ب+_اليسير,يَسِير,O,adj
سمع,سمع,سَمِع,O,verb
منه,منه,مِن,O,prep
الفضلاء,الفضلاء,فاضِل,O,noun
سمعت,سمعت,سَمِع,O,verb
عليه,عليه,عَلَى,O,prep
وكان,و+_كان,كان,O,verb
من,من,مِن,O,prep
قدماء,قدماء,قَدِيم,O,noun
صوفية,صوفية,صُوفِيّ,O,adj
سعيد,سعيد,سَعِيد,B-PERS,noun_prop
السعداء,السعداء,سَعِيد,O,adj
بل,بل,بَل,O,conj
كان,كان,كان,O,verb
كابيه,ك+_أبيه,أَب,O,noun
جابيا,جابيا,جابِي,O,noun
على,على,عَلَى,O,prep
اوقافها,أوقافها,وَقْف,O,noun
.,.,.,O,punc
مات,مات,مات,O,verb
بعد,بعد,بُعْد,O,noun
اختلاطه,اختلاطه,ٱِخْتِلاط,O,noun
يسيرا,يسيرا,سار,O,verb
في,في,فِي,O,prep
ذي,ذي,ذُو,O,noun
القعدة,القعدة,قَعْدَة,O,noun
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وستين,و+_ستين,سِتّ,O,noun
رحمه,رحمه,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
.,.,.,O,punc
