token,tokenized,lemma,label,pos
بشير,بشير,بَشِير,B-PERS,noun_prop
الحبشي,الحبشي,حَبَشِيّ,I-PERS,noun_prop
الاميني,الأميني,أَمِينِيّ,I-PERS,adj
فتى,فتى,فَتَى,O,noun
الامين,الأمين,أَمِين,O,noun
الطرابلسي,الطرابلسي,طَرابُلْسِيّ,I-PERS,noun_prop
ولد,ولد,وَلَد,O,verb
تقريبا,تقريبا,تَقْرِيب,O,noun
في,في,فِي,O,prep
عشر,عشر,عَشَرَة,O,noun
التسعين,التسعين,تِسْعُون,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وقدم,و+_قدم,قَدَّم,O,verb
مع,مع,مَع,O,prep
مولاه,مولاه,مَوَّل,O,verb
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
سويد,سويد,سُوِيد,I-PERS,noun_prop
الحلبي,الحلبي,حَلَبِيّ,I-PERS,noun_prop
وهو,و+_هو,هُوَ,O,pron
دون,دون,دُون,O,noun
البلوغ,البلوغ,بُلُوغ,O,noun
فاقام,ف+_أقام,أَقام,O,verb
عنده,عنده,عِنْد,O,noun
يسيرا,يسيرا,سار,O,verb
ثم,ثم,ثُمَّ,O,adv
اشتراه,اشتراه,ٱِشْتَرَى,O,verb
منه,منه,مِن,O,prep
الامين,الأمين,أَمِين,B-PERS,noun
الطرابلسي,الطرابلسي,طَرابُلْسِيّ,I-PERS,noun_prop
الحنفي,الحنفي,حَنَفِيّ,O,noun_prop
فخدمه,ف+_خدمة,خِدْمَة,O,noun
وربى,و+_ربي,رَبّ,O,noun
اولاده,أولاده,وَلَد,O,noun
وسمع,و+_سمع,سَمِع,O,verb
معهم,معهم,مَع,O,prep
علي,على,عَلَى,B-PERS,prep
الشرف,الشرف,شَرَف,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الكويك,الكويك,الكويك,I-PERS,noun_prop
وقرا,و+_قرآ,قَرَأ,O,verb
يسيرا,يسيرا,سار,O,verb
من,من,مِن,O,prep
القران,القرآن,قُرْآن,B-MISC,noun_prop
واعتقه,و+_أعتقه,أَعْتَق,O,verb
سيده,سيدة,سَيِّدَة,O,noun
سنة,سنة,سَنَة,O,noun
وفاته,وفاته,وَفاة,O,noun
فتعاني,ف+_تعاني,عانَى,O,verb
التجارة,التجارة,تِجارَة,O,noun
في,في,فِي,O,prep
السكر,السكر,سُكَّر,O,noun
وغيره,و+_غيره,غَيْر,O,noun
ودخل,و+_دخل,دَخَل,O,verb
اليمن,اليمن,يَمَن,B-LOC,noun_prop
وحج,و+_حج,حَجّ,O,noun
كثيرا,كثيرا,كَثِير,O,adv
وجاور,و+_جاور,جاوَر,O,verb
وتردد,و+_تردد,تَرَدَّد,O,verb
الى,إلى,إِلَى,O,prep
دمياط,دمياط,دُمْياط,B-LOC,noun_prop
مرارا,مرارا,مِرار,O,noun
ثم,ثم,ثُمَّ,O,adv
قطنها,قطنها,قُطْن,O,noun
مختفيا,مختفيا,مُخْتَفَى,O,noun
من,من,مِن,O,prep
ديون,ديون,دَيْن,O,noun
تراكمت,تراكمت,تَراكَم,O,verb
عليه,عليه,عَلَى,O,prep
ولقيته,و+_لقيته,لَقِي,O,verb
بها,بها,بِ,O,prep
فقرات,فقرات,فَقْرَة,O,noun
عليه,عليه,عَلَى,O,prep
جزءا,جزءا,جُزْء,O,noun
.,.,.,O,punc
ومات,و+_مآت,مَأْتَى,O,noun
بها,بها,بِ,O,prep
في,في,فِي,O,prep
الطاعون,الطاعون,طاعُون,O,noun
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وستين,و+_ستين,سِتّ,O,noun
بعد,بعد,بُعْد,O,noun
ان,أن,أَنَّ,O,conj_sub
اختل,أختل,ٱِخْتَلَى,O,verb
قليلا,قليلا,قَلِيل,O,adj
لتقدم,ل+_تقدم,قَدَّم,O,verb
موت,موت,مَوْت,O,noun
اهله,أهله,أَهْل,O,noun
وبنيه,و+_ب+_نية,نِيَّة,O,noun
عوضه,عوضه,عَوَّض,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
خيرا,خيرا,خَيْر,O,noun
.,.,.,O,punc
