token,tokenized,lemma,label,pos
صديق,صديق,صِدِّيق,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
سالم,سالم,سالِم,I-PERS,noun_prop
التغلبي,التغلبي,التغلبي,I-PERS,noun_prop
القاهري,القاهري,قاهِرِيّ,O,adj
.,.,.,O,punc
قرا,قرآ,قَرَأ,O,verb
القران,القرآن,قُرْآن,B-MISC,noun_prop
وادب,و+_أدب,أَدَب,O,noun
به,به,بِ,O,prep
الابناء,الأبناء,أَبْناء,O,noun
بجوار,ب+_جوار,جِوار,O,noun
زاوية,زاوية,زاوِيَة,O,noun
سيدي,سيدي,سَيِّد,O,noun_prop
يحيى,يحيى,يَحْيَى,I-PERS,noun_prop
البلخي,البلخي,البلخي,I-PERS,noun_prop
خارج,خارج,خارِج,O,noun
باب,باب,باب,B-LOC,noun
الشعرية,الشعرية,شِعْرِيّ,I-LOC,adj
وتنزل,و+_تنزل,نَزَل,O,verb
في,في,فِي,O,prep
البيبرسية,البيبرسية,البيبرسيه,B-LOC,noun_prop
وكان,و+_كان,كان,O,verb
من,من,مِن,O,prep
جيران,جيران,جار,O,noun
الجد,الجد,جِدّ,O,noun
ابي,أبي,أَبِي,B-PERS,noun_prop
الام,الأم,أُمّ,I-PERS,noun
،,،,،,O,punc
ومات,و+_مآت,مَأْتَى,O,noun
بعده,بعده,بُعْد,O,noun
قريب,قريب,قَرِيب,O,adj
الخمسين,الخمسين,خَمْس,O,noun
عفا,عفا,عَفا,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
عنه,عنه,عَن,O,prep
.,.,.,O,punc
