token,tokenized,lemma,label,pos
نعمان,نعمان,نُعْمان,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
فخر,فخر,فَخْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
الشرف,الشرف,شَرَف,I-PERS,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
فخر,فخر,فَخْر,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
واربعين,و+_أربعين,أَرْبَع,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وكان,و+_كان,كان,O,verb
ابوه,أبوه,أَب,O,noun
عالما,عالما,عالَم,O,noun
فاخذ,ف+_آخذ,أَخَذ,O,verb
عنه,عنه,عَن,O,prep
وقدم,و+_قدم,قَدَّم,O,verb
دمشق,دمشق,دِمَشْق,B-LOC,noun_prop
قديما,قديما,قَدِيم,O,adj
وجلس,و+_جلس,جَلَس,O,verb
بالجامع,ب+_الجامع,جامِع,O,noun
الاموي,الأموي,أُمَوِيّ,I-MISC,adj
بعد,بعد,بُعْد,O,noun
اللنك,اللنك,اللنك,O,noun_prop
للاشغال,ل+_الأشغال,شُغْل,O,noun
ودرس,و+_درس,دَرْس,O,noun
ايضا,أيضا,أَيْض,O,noun
بغيره,ب+_غيره,غَيْر,O,noun
من,من,مِن,O,prep
الاماكن,الأماكن,مَكان,O,noun
كالعزية,كالعزية,كالعزيه,O,noun_prop
البرانية,البرانية,بَرّانِيّ,O,adj
وولي,و+_ولي,وَلِيّ,O,noun
مشيخة,مشيخة,مَشْيَخَة,O,noun
الحسامية,الحسامية,الحساميه,B-LOC,noun_prop
وسكنها,و+_سكنها,سَكَن,O,noun
وكذا,و+_كذا,كَذا,O,conj
سكن,سكن,سَكَن,O,noun
النورية,النورية,نُورِيّ,B-LOC,adj
بعد,بعد,بُعْد,O,noun
الفتنة,الفتنة,فِتْنَة,O,noun
وكان,و+_كان,كان,O,verb
ماهرا,ماهرا,ماهِر,O,adj
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
مفتيا,مفتيا,مُفْتِي,O,noun
مشاركا,مشاركا,مُشارِك,O,noun
في,في,فِي,O,prep
اصوله,أصوله,أَصْل,O,noun
والنحو,و+_النحو,نَحْو,O,noun
والعقليات,و+_العقليات,عَقْلِيَّة,O,noun
.,.,.,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
عاشر,عاشر,عاشِر,O,noun
شعبان,شعبان,شَعْبان,O,noun_prop
سنة,سنة,سَنَة,O,noun
عشرين,عشرين,عِشْرُون,O,noun
بالمرستان,بالمرستان,بالمرستان,B-LOC,noun_prop
النوري,النوري,نُورِيّ,O,adj
من,من,مِن,O,prep
دمشق,دمشق,دِمَشْق,B-LOC,noun_prop
ودفن,و+_دفن,دَفَن,O,verb
في,في,فِي,O,prep
مقابر,مقابر,مَقْبَر,O,noun
الصوفية,الصوفية,صُوفِيّ,O,adj
وذلك,و+_ذلك,ذٰلِكَ,O,pron_dem
بعد,بعد,بُعْد,O,noun
ان,أن,أَنَّ,O,conj_sub
فرق,فرق,فِرْقَة,O,noun
كتبه,كتبه,كَتَب,O,verb
وموجوده,و+_موجودة,مَوْجُود,O,noun
على,على,عَلَى,O,prep
الفقراء,الفقراء,فَقِير,O,noun
.,.,.,O,punc
ذكره,ذكره,ذَكَر,O,verb
شيخنا,شيخنا,شَيْخ,O,noun
في,في,فِي,O,prep
انبائه,أنبائه,نَبَأ,O,noun
باختصار,ب+_اختصار,ٱِخْتِصار,O,noun
عما,عما,عَن,O,prep
هنا,هنا,هُنا,O,adv
وكذا,و+_كذا,كَذا,O,conj
ذكره,ذكره,ذَكَر,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
قاضي,قاضي,قاضِي,I-PERS,noun
شهبة,شهبه,شِهاب,I-PERS,noun
واثنى,و+_أثنى,أَثْنَى,O,verb
عليه,عليه,عَلَى,O,prep
وعلى,و+_على,عَلَى,O,prep
ابيه,أبيه,أَب,O,noun
رحمهما,رحمهما,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
.,.,.,O,punc
