token,tokenized,lemma,label,pos
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
ابراهيم,إبراهيم,إِبْراهِيم,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
الاقفاصي,الاقفاصي,الاقفاصي,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
المناوي,المناوي,مُناوِي,B-PERS,adj
نزيل,نزيل,أَزال,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
وبرد,و+_ب+_رد,رَدّ,O,noun
دار,دار,دار,O,noun
الاتابك,الاتابك,الاتابك,I-ORG,noun_prop
ازبك,أزبك,أُزْبَك,B-LOC,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
باقفاص,ب+_أقفاص,قَفَص,B-LOC,noun
ثم,ثم,ثُمَّ,O,adv
تحول,تحول,تَحَوَّل,O,verb
منها,منها,مِن,O,prep
لمنية,ل+_منية,مُنْيَة,O,noun
ابن,ابن,ٱِبْن,B-PERS,noun_prop
سلسيل,سلسيل,سلسيل,I-PERS,noun_prop
فتكسب,ف+_تكسب,كَسَب,O,verb
بخياطة,ب+_خياطة,خَيّاط,O,noun
العراقي,العراقي,عِراقِيّ,O,adj
ثم,ثم,ثُمَّ,O,adv
انتقل,انتقل,ٱِنْتَقَل,O,verb
لمصر,ل+_مصر,مِصْر,B-LOC,noun_prop
فعمل,ف+_عمل,عَمَل,O,noun
الرسلية,الرسلية,الرسليه,O,noun_prop
بباب,ب+_باب,باب,O,noun
قانم,قانم,قانم,B-LOC,noun_prop
تحت,تحت,تَحْتَ,O,noun
نظر,نظر,نَظَر,O,noun
اسماعيل,إسماعيل,إِسْماعِيل,B-PERS,noun_prop
البرددار,البرددار,البرددار,I-PERS,noun_prop
وتزوج,و+_تزوج,تَزَوَّج,O,verb
ابنته,ابنته,ٱِبْنَة,O,noun
نانعة,نانعة,نانعه,B-PERS,noun_prop
وماتت,و+_ماتت,مات,O,verb
تحته,تحته,تَحْتَ,O,noun
وناب,و+_نأب,أَبَى,O,verb
عنه,عنه,عَن,O,prep
في,في,فِي,O,prep
البرددارية,البرددارية,البردداريه,B-LOC,noun_prop
فلما,ف+_لما,لَمّا,O,conj
مات,مات,مات,O,verb
قانم,قانم,قانم,B-PERS,noun_prop
استقر,استقر,ٱِسْتَقَرّ,O,verb
في,في,فِي,O,prep
برددارية,برددارية,بردداريه,B-LOC,noun_prop
الاتابك,الاتابك,الاتابك,B-LOC,noun_prop
حين,حين,حِين,O,noun
كان,كان,كان,O,verb
حاجبا,حاجبا,ٱِحْتِجاب,O,noun
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
مات,مات,مات,O,verb
في,في,فِي,O,prep
صفر,صفر,صِفْر,O,noun
سنة,سنة,سَنَة,O,noun
.,.,.,O,punc
