token,tokenized,lemma,label,pos
ابراهيم,إبراهيم,إِبْراهِيم,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
سليمان,سليمان,سُلَيْمان,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
سليم,سليم,سَلِيم,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
فريح,ف+_ريح,رِيح,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
الامام,الإمام,إِمام,O,noun
الفقيه,الفقيه,فَقِيه,O,noun
برهان,برهان,بُرْهان,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
اسحق,إسحق,إِسْحاق,I-PERS,noun_prop
البيجوري,البيجوري,البيجوري,I-PERS,noun_prop
نسبة,نسبة,نِسْبَة,O,noun
لقرية,ل+_قرية,قَرْيَة,O,noun
بالمنوفية,ب+_المنوفية,مَنُوفِيَّة,B-LOC,noun_prop
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
الشافعي,الشافعي,شافِعِيّ,B-PERS,adj
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
حدود,حدود,حَدّ,O,noun
الخمسين,الخمسين,خَمْس,O,noun
او,أو,أَو,O,conj
قبلها,قبلها,قِبَل,O,noun
وقدم,و+_قدم,قَدَّم,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
وحفظ,و+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
وكتبا,و+_كتبا,كِتاب,O,noun
وتفقه,و+_تفقه,فاق,O,verb
بالجمال,ب+_الجمال,جَمال,O,noun
الاسنوي,الاسنوي,الاسنوي,B-PERS,noun_prop
ولازم,و+_ل+_إزم,أَزْمَة,B-PERS,noun
البلقيني,البلقيني,البلقيني,I-PERS,noun_prop
ورحل,و+_رحل,رَحَل,O,verb
بعد,بعد,بُعْد,O,noun
الاسنوي,الاسنوي,الاسنوي,B-LOC,noun_prop
الى,إلى,إِلَى,O,prep
الشهاب,الشهاب,شِهاب,B-ORG,noun_prop
الاذرعي,الاذرعي,الاذرعي,I-PERS,noun_prop
بحلب,ب+_حلب,حَلَب,B-LOC,noun_prop
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وسبعين,و+_سبعين,سَبْع,O,noun
وبرع,و+_برع,بَرَع,O,verb
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
جدا,جدا,جِدّ,O,noun
بحيث,ب+_حيث,حَيْثُ,O,conj
كان,كان,كان,O,verb
عجبا,عجبا,عَجَب,O,noun
في,في,فِي,O,prep
استحضاره,استحضاره,ٱِسْتِحْضار,O,noun
سيما,سيما,سِيَّما,O,adv
كلام,كلام,كَلام,O,noun
المتاخرين,المتأخرين,مُتَأَخِّر,O,noun
بل,بل,بَل,O,conj
كان,كان,كان,O,verb
امة,أمة,أُمَّة,O,noun
في,في,فِي,O,prep
ذلك,ذلك,ذٰلِكَ,O,pron_dem
مع,مع,مَع,O,prep
مشاركة,مشاركة,مُشارَكَة,O,noun
في,في,فِي,O,prep
النحو,النحو,نَحْو,O,noun
والاصول,و+_الأصول,أَصْل,O,noun
قال,قال,قال,O,verb
العلاء,العلاء,عَلاء,B-PERS,noun
ابن,ابن,ٱِبْن,I-PERS,noun_prop
خطيب,خطيب,خَطِيب,I-PERS,noun
الناصرية,الناصرية,ناصِرِيّ,B-LOC,adj
:,:,:,O,punc
حضرت,حضرت,حَضَر,O,verb
عنده,عنده,عِنْد,O,noun
في,في,فِي,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
بالناصرية,ب+_الناصرية,ناصِرِيّ,B-LOC,adj
والسابقية,و+_السابقية,سابِقِيَّة,O,noun
وقرات,و+_قرأت,قَرَأ,O,verb
عليه,عليه,عَلَى,O,prep
ورايته,و+_رأيته,راوَنْد,O,verb
امة,أمة,أُمَّة,O,noun
يستحضر,يستحضر,ٱِسْتَحْضَر,O,verb
كثيرا,كثيرا,كَثِير,O,adv
من,من,مِن,O,prep
الفقه,الفقه,فِقْه,O,noun
خصوصا,خصوصا,خُصُوص,O,noun
كلام,كلام,كَلام,O,noun
المتاخرين,المتأخرين,مُتَأَخِّر,O,noun
ولم,و+_لم,لَم,O,part_neg
ار,أر,أَر,O,abbrev
بها,بها,بِ,O,prep
في,في,فِي,O,prep
ذلك,ذلك,ذٰلِكَ,O,pron_dem
الوقت,الوقت,وَقْت,O,noun
وهو,و+_هو,هُوَ,O,pron
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
او,أو,أَو,O,conj
تسع,تسع,تِسْع,O,adj
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
من,من,مِن,O,prep
يستحضر,يستحضر,ٱِسْتَحْضَر,O,verb
كاستحضاره,ك+_استحضاره,ٱِسْتِحْضار,O,noun
مع,مع,مَع,O,prep
شدة,شدة,شِدَّة,O,noun
فقره,فقرة,فَقْرَة,O,noun
وقلة,و+_قلة,قِلَّة,O,noun
وظائفه,وظائفه,وَظِيفَة,O,noun
بل,بل,بَل,O,conj
اخبرني,أخبرني,أَخْبَر,O,verb
من,من,مِن,O,prep
اثق,أثق,وَثِق,O,verb
به,به,بِ,O,prep
ان,أن,أَنَّ,O,conj_sub
العماد,العماد,عِماد,B-PERS,noun
الحسباني,الحسباني,الحسباني,I-PERS,noun_prop
عالم,عالم,عالَم,O,noun
دمشق,دمشق,دِمَشْق,B-LOC,noun_prop
شهد,شهد,شَهِد,O,verb
له,له,لِ,O,prep
لما,ل+_ما,ما,O,pron_rel
اجتمع,اجتمع,ٱِجْتَمَع,O,verb
به,به,بِ,O,prep
انه,أنه,أَنَّ,O,conj_sub
اعرف,أعرف,عَرَف,O,verb
الشافعية,الشافعية,شافِعِيّ,O,adj
بالفقه,ب+_الفقه,فِقْه,O,noun
في,في,فِي,O,prep
عصره,عصره,عَصْر,O,noun
وقال,و+_قال,قال,O,verb
ولقد,و+_ل+_قد,قَدْ,O,part_verb
شاهدته,شاهدته,شاهِد,O,noun
يجاري,يجاري,جارَى,O,verb
البلقيني,البلقيني,البلقيني,B-PERS,noun_prop
حتى,حتى,حَتَّى,O,prep
يخرج,يخرج,أَخْرَج,O,verb
ويلج,و+_يلج,وَلَج,O,verb
هو,هو,هُوَ,O,pron
فلا,ف+_لا,لا,O,part_neg
يرجع,يرجع,رَجَع,O,verb
ولا,و+_لا,لا,O,part_neg
يزال,يزال,زال,O,verb
الصواب,الصواب,صَواب,O,noun
يظهر,يظهر,أَظْهَر,O,verb
منه,منه,مِن,O,prep
في,في,فِي,O,prep
النقل,النقل,نَقْل,O,noun
وقال,و+_قال,قال,O,verb
الجمال,الجمال,جَمال,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
الاذرعي,الاذرعي,الاذرعي,I-PERS,noun_prop
انه,أنه,أَنَّ,O,conj_sub
لما,ل+_ما,ما,O,pron_rel
قدم,قدم,قَدَّم,O,verb
عليهم,عليهم,عَلَى,O,prep
حلب,حلب,حَلَب,B-LOC,noun_prop
كان,كان,كان,O,verb
يكتب,يكتب,كَتَب,O,verb
المجلد,المجلد,مُجَلَّد,O,noun
من,من,مِن,O,prep
القوت,القوت,قُوت,O,noun
يعني,يعني,عَنَى,O,verb
لابيه,ل+_أبيه,أَب,O,noun
في,في,فِي,O,prep
شهرين,شهرين,شَهْر,O,noun
وينظر,و+_ينظر,نَظَر,O,verb
في,في,فِي,O,prep
اليوم,اليوم,يَوْم,O,noun
والليلة,و+_الليلة,لَيْلَة,O,noun
على,على,عَلَى,O,prep
مواضع,مواضع,مَوْضِع,O,noun
ويراجع,و+_يراجع,راجَع,O,verb
الشيخ,الشيخ,شَيْخ,O,noun_prop
فيصلح,ف+_يصلح,صَلُح,O,verb
بعضها,ب+_عضها,عَضّ,O,noun
وينازعه,و+_ينازعه,نازَع,O,verb
في,في,فِي,O,prep
بعضها,ب+_عضها,عَضّ,O,noun
زاد,زاد,زاد,O,verb
غيره,غيره,غَيْر,O,noun
فكان,ف+_كان,كان,O,verb
الاذرعي,الاذرعي,الاذرعي,B-PERS,noun_prop
يعترف,يعترف,ٱِعْتَرَف,O,verb
له,له,لِ,O,prep
بالاستحضار,ب+_الاستحضار,ٱِسْتِحْضار,O,noun
وقال,و+_قال,قال,O,verb
التقى,التقى,ٱِلْتَقَى,B-PERS,verb
بن,بن,بِن,I-PERS,noun_prop
قاضي,قاضي,قاضِي,I-PERS,noun
شهبة,شهبه,شِهاب,I-PERS,noun
حكى,حكى,حَكَى,O,verb
لي,لي,لِ,O,prep
صاحبنا,صاحبنا,صاحِب,O,noun
يعني,يعني,عَنَى,O,verb
الجمال,الجمال,جَمال,O,noun
المذكور,المذكور,مَذْكُور,O,adj
قال,قال,قال,O,verb
