token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
فندو,ف+_ندو,دَوَّى,I-PERS,verb
الجلال,الجلال,جَلال,I-PERS,noun_prop
ابو,أبو,أَبُو,I-PERS,noun_prop
المظفر,المظفر,مُظَفَّر,I-PERS,noun_prop
ملك,ملك,مَلِك,O,noun
بنجالة,بنجالة,بنجاله,B-LOC,noun_prop
من,من,مِن,O,prep
الهند,الهند,هِنْد,B-LOC,noun_prop
ووالد,و+_والد,والِد,O,noun
المظفر,المظفر,مُظَفَّر,O,noun_prop
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
الماضي,الماضي,ماضِي,I-PERS,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بكاس,ب+_كأس,كَأْس,B-PERS,noun
.,.,.,O,punc
كان,كان,كان,O,verb
ابوه,أبوه,أَب,O,noun
كافرا,كافرا,كافِر,O,noun
فثار,ف+_ثأر,ثَأْر,O,noun
عليه,عليه,عَلَى,O,prep
الشهاب,الشهاب,شِهاب,O,noun_prop
مملوك,مملوك,مَمْلُوك,O,adj
سيف,سيف,سَيْف,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
حمزة,حمزة,حَمْزَة,I-PERS,noun_prop
ابن,ابن,ٱِبْن,I-PERS,noun_prop
غياث,غياث,غِياث,I-PERS,noun
الدين,الدين,دِين,I-PERS,noun
اعظم,أعظم,أَعْظَم,O,noun
شاه,شاه,شاه,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
اسكندرشاه,اسكندرشاه,اسكندرشاه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
شمس,شمس,شَمْس,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
فغلبه,ف+_غلبه,غَلَب,O,verb
علي,على,عَلَى,B-PERS,prep
بنجالة,بنجالة,بنجاله,I-PERS,noun_prop
واسره,و+_أسره,أَسْر,O,noun
فبادر,ف+_بادر,بادَر,O,verb
ابنه,ابنه,ٱِبْن,O,noun
هذا,هذا,هٰذا,O,pron_dem
الى,إلى,إِلَى,O,prep
الاسلام,الإسلام,إِسْلام,B-MISC,noun_prop
وتسمى,و+_تسمي,سَمَّى,O,verb
محمدا,محمدا,محمدا,B-PERS,noun_prop
وثار,و+_ثأر,ثَأْر,O,noun
على,على,عَلَى,O,prep
الشهاب,الشهاب,شِهاب,B-PERS,noun_prop
فانتزع,ف+_أنتزع,ٱِنْتَزَع,O,verb
منه,منه,مِن,O,prep
البلاد,البلاد,بَلَد,O,noun
ولحسن,و+_ل+_حسن,حُسْن,O,noun
اسلامه,إسلامه,إِسْلام,O,noun_prop
اقام,أقام,أَقام,O,verb
شعار,شعار,شِعار,O,noun
الاسلام,الإسلام,إِسْلام,B-MISC,noun_prop
وجدد,و+_جدد,جَدَّد,O,verb
ما,ما,ما,O,pron_rel
خربه,خربه,خَرَّب,O,verb
ابوه,أبوه,أَب,O,noun
من,من,مِن,O,prep
المساجد,المساجد,مَسْجِد,O,noun
ونحوها,و+_نحوها,نَحْو,O,noun
وتقلد,و+_تقلد,قَلَّد,O,verb
لابي,ل+_أبي,أَب,B-PERS,noun
حنيفة,حنيفة,حَنِيفَة,I-PERS,noun_prop
وبنى,و+_بنى,بِنْيَة,O,noun
ماثر,مآثر,مَأْثَرَة,B-PERS,noun
بل,بل,بَل,O,conj
عمر,عمر,عُمَر,I-PERS,noun_prop
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
مدرسة,مدرسة,مَدْرَسَة,O,noun
هائلة,هائلة,هائِل,O,adj
وراسل,و+_راسل,راسَل,O,verb
الاشرف,الأشرف,أَشْرَف,B-PERS,noun
برسباي,برسباي,برسباي,I-PERS,noun_prop
صاحب,صاحب,صاحِب,O,noun
مصر,مصر,مِصْر,B-LOC,noun_prop
بهدية,ب+_هدية,هَدِيَّة,O,noun
واستدعى,و+_استدعى,ٱِسْتَدْعَى,O,verb
العهد,العهد,عَهْد,O,noun
من,من,مِن,O,prep
الخليفة,الخليفة,خَلِيفَة,O,noun
فجهز,ف+_جهز,جَهَّز,O,verb
له,له,لِ,O,prep
مع,مع,مَع,O,prep
التشريف,التشريف,تَشْرِيف,O,noun
على,على,عَلَى,O,prep
يد,يد,يَد,O,noun
شريف,شريف,شَرِيف,B-PERS,noun_prop
فلبس,ف+_لبس,لَبْس,O,noun
التشريف,التشريف,تَشْرِيف,O,noun
ثم,ثم,ثُمَّ,O,adv
ارسل,أرسل,أَرْسَل,O,verb
للخليفة,ل+_الخليفة,خَلِيفَة,O,noun
هدية,هدية,هَدِيَّة,O,noun
وكانت,و+_كانت,كان,O,verb
هداياه,هداياه,هَدِيَّة,O,noun
متواصلة,متواصلة,مُتَواصِل,O,adj
بالعلاء,ب+_العلاء,عَلاء,O,noun
البخاري,البخاري,بُخارِيّ,B-PERS,adj
بمصر,ب+_مصر,مِصْر,B-LOC,noun_prop
وبدمشق,و+_ب+_دمشق,دِمَشْق,B-LOC,noun_prop
.,.,.,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
ربيع,ربيع,رَبِيع,O,noun_prop
الاخر,الآخر,آخَر,O,adj
سنة,سنة,سَنَة,O,noun
