token,tokenized,lemma,label,pos
جار,جار,جار,B-PERS,noun
الله,الله,اللَّه,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
بحير,ب+_حير,حَيْر,I-PERS,noun
من,من,مِن,O,prep
اهل,أهل,أَهْل,O,noun
وادي,وادي,وادِي,O,noun
ابي,أبي,أَبِي,I-LOC,noun_prop
عروة,عروة,عُرْوَة,I-LOC,noun
ثم,ثم,ثُمَّ,O,adv
نزيل,نزيل,أَزال,O,verb
مكة,مكة,مَكَّة,B-LOC,noun_prop
.,.,.,O,punc
ممن,ممن,مِن,O,prep
سمع,سمع,سَمِع,O,verb
مني,مني,مِن,O,prep
بها,بها,بِ,O,prep
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وتسعين,و+_تسعين,سَعَى,O,verb
ولم,و+_لم,لَم,O,part_neg
يلبث,يلبث,لَبِث,O,verb
ان,أن,أَنَّ,O,conj_sub
قتل,قتل,قَتَل,O,verb
بجدة,ب+_جده,جِدّ,B-LOC,noun
وراح,و+_راح,راح,O,verb
هدرا,هدرا,هَدْراً,O,adv
:,:,:,O,punc
