token,tokenized,lemma,label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
شعبان,شعبان,شَعْبان,I-PERS,noun_prop
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
الصالحي,الNOAN,صالحي,I-PERS,noun_prop
القصار,القصار,قَصّار,O,noun_prop
الادمي,الآدمي,آدَمِيّ,O,adj
الاسكاف,الإسكاف,إِسْكاف,B-PERS,noun
القباني,القباني,القباني,I-PERS,noun_prop
والده,والده,والِد,O,noun
اخو,أخو,أَخ,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
الاتي,الآتي,آتِي,I-PERS,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,O,noun
الجوازة,الجوازة,الجوازه,I-PERS,noun_prop
وربما,و+_ربما,رُبَّما,O,adv
حذف,حذف,حَذْف,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
الثاني,الثاني,ثانِي,I-PERS,adj
من,من,مِن,O,prep
نسبه,نسبه,نَسَب,O,verb
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
واربعين,و+_أربعين,أَرْبَع,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وسمع,و+_سمع,سَمِع,O,verb
من,من,مِن,O,prep
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الحميد,الحميد,حَمِيد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الهادي,الهادي,هادِي,I-PERS,noun_prop
جزء,جزء,جُزْء,I-PERS,noun
الجابري,الجابري,جابِرِيّ,I-PERS,noun_prop
ونسخة,و+_نسخة,نُسْخَة,O,noun
اسماعيل,إسماعيل,إِسْماعِيل,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
قيراط,قيراط,قِيراط,I-PERS,noun
وغيرهما,و+_غيرهما,غَيْر,O,noun
وحدث,و+_حدث,حَدَث,O,noun
سمع,سمع,سَمِع,O,verb
منه,منه,مِن,O,prep
الفضلاء,الفضلاء,فاضِل,O,noun
ولقيه,و+_لقيه,لَقِي,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
موسى,موسى,مُوسَى,I-PERS,noun_prop
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
خمس,خمس,خَمْس,O,adj
عشرة,عشرة,عَشَرَة,O,noun
فسمع,ف+_سمع,سَمِع,O,verb
عيه,عية,عَيّ,O,noun
هو,هو,هُوَ,O,pron
ورفيقه,و+_رفيقه,رَفِيق,O,noun
الموفق,الموفق,مُوَفَّق,B-PERS,adj
الابي,الأبي,أَب,I-PERS,noun
،,،,،,O,punc
وذكره,و+_ذكره,ذَكَر,O,verb
شيخنا,شيخنا,شَيْخ,O,noun
في,في,فِي,O,prep
معجمه,معجمه,مُعْجَم,O,noun
وقال,و+_قال,قال,O,verb
انه,أنه,أَنَّ,O,conj_sub
اجاز,أجاز,أَجاز,O,verb
لاولاده,ل+_أولاده,وَلَد,O,noun
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
عشرة,عشرة,عَشَرَة,O,noun
.,.,.,O,punc
