token,tokenized,lemma,label,pos
قاوان,قاوان,قاوان,B-PERS,noun_prop
وقافه,وقافة,وَقّاف,O,noun
معقودة,معقودة,مَعْقُود,O,adj
الشهاب,الشهاب,شِهاب,O,noun_prop
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
الكيلاني,الكيلاني,الكيلاني,I-PERS,noun_prop
نزيل,نزيل,أَزال,O,verb
مكة,مكة,مَكَّة,B-LOC,noun_prop
واخوه,و+_إخوة,إِخْوَة,O,noun
خواجا,خواجا,خواجا,B-PERS,noun_prop
جهان,جهان,جهان,I-PERS,noun_prop
محمود,محمود,مَحْمُود,I-PERS,noun_prop
وللاول,و+_ل+_الأول,أَوَّل,O,adj
من,من,مِن,O,prep
الاولاد,الأولاد,وَلَد,O,noun
الشيخ,الشيخ,شَيْخ,O,noun_prop
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
وحسين,و+_حسين,حُسَيْن,B-PERS,noun_prop
وعبد,و+_عبد,عَبْد,B-PERS,noun_prop
الغفار,الغفار,غَفّار,I-PERS,adj
وابراهيم,و+_إبراهيم,إِبْراهِيم,B-PERS,noun_prop
وسلطان,و+_سلطان,سُلْطان,B-PERS,noun_prop
وصفي,و+_صفي,صَفّ,B-PERS,noun
الملك,الملك,مَلِك,I-PERS,noun
علي,على,عَلَى,B-PERS,prep
ويقال,و+_يقال,قال,O,verb
لكل,ل+_كل,كُلّ,O,noun
منهم,منهم,مِن,O,prep
ابن,ابن,ٱِبْن,O,noun_prop
قاوان,قاوان,قاوان,I-PERS,noun_prop
وللثاني,و+_ل+_الثاني,ثانِي,O,adj
نور,نور,نُور,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
علي,على,عَلَى,I-PERS,prep
ولقب,و+_لقب,لَقَب,O,noun
ملك,ملك,مَلِك,O,noun
التجار,التجار,تاجِر,O,noun
وله,و+_له,لِ,O,prep
ولد,ولد,وَلَد,O,verb
يلقب,يلقب,لَقَّب,O,verb
ايضا,أيضا,أَيْض,O,noun
ملك,ملك,مَلِك,O,noun
التجار,التجار,تاجِر,O,noun
بل,بل,بَل,O,conj
لنور,ل+_نور,نُور,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
علي,على,عَلَى,I-PERS,prep
اخوان,أخوان,أَخ,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
مقيم,مقيم,مُقِيم,O,noun
بكيلان,بكيلان,بكيلان,B-LOC,noun_prop
والوخان,والوخان,والوخان,B-PERS,noun_prop
استقر,استقر,ٱِسْتَقَرّ,O,verb
بعد,بعد,بُعْد,O,noun
قتل,قتل,قَتَل,O,verb
ابيه,أبيه,أَب,O,noun
فدام,ف+_دام,دام,O,verb
يسيرا,يسيرا,سار,O,verb
ثم,ثم,ثُمَّ,O,adv
كحله,ك+_حله,حَلّ,O,noun
نظام,نظام,نِظام,B-PERS,noun
الملك,الملك,مَلِك,I-PERS,noun
ولد,ولد,وَلَد,I-PERS,verb
مولى,مولى,مَوْلَى,I-PERS,noun_prop
لابيه,ل+_أبيه,أَب,I-PERS,noun
وهو,و+_هو,هُوَ,O,pron
حي,حي,حَيّ,O,noun
الان,الآن,آن,O,noun
وللشيخ,و+_ل+_الشيخ,شَيْخ,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
من,من,مِن,O,prep
الاولاد,الأولاد,وَلَد,O,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
العباس,العباس,عَبّاس,I-PERS,noun_prop
من,من,مِن,O,prep
حبشية,حبشية,حَبَشِيّ,O,adj
لابيه,ل+_أبيه,أَب,O,noun
وشقيقة,و+_شقيقة,شَقِيقَة,O,noun
له,له,لِ,O,prep
تزوجها,تزوجها,تَزَوَّج,O,verb
وصيهما,وصيهما,وَصِيّ,O,noun
الشريف,الشريف,شَرِيف,O,adj
اسحاق,إسحاق,إِسْحاق,B-PERS,noun_prop
بعد,بعد,بُعْد,O,noun
موت,موت,مَوْت,O,noun
ابيها,أبيها,أَب,O,noun
وكان,و+_كان,كان,O,verb
ايضا,أيضا,أَيْض,O,noun
زوجا,زوجا,زَوْج,O,noun
لابنة,ل+_ابنة,ٱِبْنَة,O,noun
اخرى,أخرى,أُخْرَى,O,adj
له,له,لِ,O,prep
من,من,مِن,O,prep
ابنة,ابنة,ٱِبْنَة,O,noun
عمه,عمه,عَمّ,O,noun
خواجا,خواجا,خواجا,B-PERS,noun_prop
جهان,جهان,جهان,I-PERS,noun_prop
ماتت,ماتت,مات,O,verb
تحته,تحته,تَحْتَ,O,noun
بمصر,ب+_مصر,مِصْر,B-LOC,noun_prop
في,في,فِي,O,prep
حياة,حياة,حَياة,O,noun
ابويها,أبويها,أَبَوان,O,noun
وله,و+_له,لِ,O,prep
ابنتان,ابنتان,ٱِبْنَة,O,noun
من,من,مِن,O,prep
تركيتين,تركيتين,تُرْكِيّ,O,adj
لابيهما,ل+_أبيهما,أَب,O,noun
تزوج,تزوج,تَزَوَّج,O,verb
باحداهما,ب+_إحداهما,أَحَد,O,noun
الشريف,الشريف,شَرِيف,O,adj
نظام,نظام,نِظام,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
ابن,ابن,ٱِبْن,O,noun_prop
خال,خال,خال,O,noun
للشريف,ل+_الشريف,شَرِيف,B-PERS,adj
اسحاق,إسحاق,إِسْحاق,I-PERS,noun_prop
ولحسين,و+_ل+_حسين,حُسَيْن,B-PERS,noun_prop
من,من,مِن,O,prep
الاولاد,الأولاد,وَلَد,O,noun
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
وحسن,و+_حسن,حَسَن,B-PERS,noun_prop
ومحمد,و+_محمد,مُحَمَّد,B-PERS,noun_prop
وابنة,و+_ابنة,ٱِبْنَة,O,noun
تزوج,تزوج,تَزَوَّج,O,verb
بها,بها,بِ,O,prep
ابن,ابن,ٱِبْن,O,noun_prop
عمها,عمها,عَمّ,O,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
العباس,العباس,عَبّاس,I-PERS,noun_prop
وماتت,و+_ماتت,مات,O,verb
تحته,تحته,تَحْتَ,O,noun
نفساء,نفساء,نَفْساء,O,noun
بعد,بعد,بُعْد,O,noun
ان,أن,أَنَّ,O,conj_sub
ولدت,ولدت,وَلَد,O,verb
له,له,لِ,O,prep
ولدا,ولدا,وَلَد,O,verb
واحد,واحد,واحِد,O,noun
الذكور,الذكور,ذَكَر,O,noun
من,من,مِن,O,prep
ابنة,ابنة,ٱِبْنَة,O,noun
القاضي,القاضي,قاضِي,O,noun
الشريف,الشريف,شَرِيف,O,adj
السراج,السراج,سِراج,B-PERS,noun
عبد,عبد,عَبْد,I-PERS,noun_prop
اللطيف,اللطيف,لَطِيف,I-PERS,noun_prop
الحنبلي,الحنبلي,حَنْبَلِيّ,I-PERS,adj
الفاسي,الفاسي,فاسِيّ,I-PERS,noun_prop
.,.,.,O,punc
