token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
خضر,خضر,خُضْر,I-PERS,noun_prop
المحيوي,المحيوي,المحيوي,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
التاج,التاج,تاج,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الجمال,الجمال,جَمال,I-PERS,noun
ابي,أبي,أَبِي,I-PERS,noun_prop
المحاسن,المحاسن,مَحاسِن,I-PERS,noun
الكردي,الكردي,كُرْدِيّ,O,adj
الاصل,الأصل,أَصْل,O,noun
الكرواني,الكرواني,الكرواني,O,noun_prop
الاصل,الأصل,أَصْل,O,noun
القرافي,القرافي,القرافي,O,noun_prop
ثم,ثم,ثُمَّ,O,adv
الفوى,الفوى,الفوي,B-PERS,noun_prop
الشافعي,الشافعي,شافِعِيّ,I-PERS,adj
اخو,أخو,أَخ,O,noun
علي,على,عَلَى,B-PERS,prep
الماضي,الماضي,ماضِي,I-PERS,adj
والاتي,و+_الآتي,آتِي,B-PERS,noun
ابوهما,أبوهما,أَب,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
كجده,ك+_جده,جِدّ,O,noun
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
العجمي,العجمي,عَجَمِيّ,I-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
ليلة,ليلة,لَيْلَة,O,noun
النصف,النصف,نِصْف,O,noun
من,من,مِن,O,prep
جمادى,جمادى,جُمادَى,O,noun_prop
الاولى,الأولى,أُولَى,O,adj
سنة,سنة,سَنَة,O,noun
اثنتين,ٱثنتين,ٱِثْنَتانِ,O,adj
وسبعين,و+_سبعين,سَبْع,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
بالقرافة,ب+_القرافة,قَرافَة,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فقرا,ف+_قرآ,قَرَأ,O,verb
القران,القرآن,قُرْآن,B-MISC,noun_prop
على,على,عَلَى,O,prep
جماعة,جماعة,جَماعَة,O,noun
منهم,منهم,مِن,O,prep
عمه,عمه,عَمّ,O,noun
البدر,البدر,بَدْر,B-PERS,noun
وحفظ,و+_حفظ,حِفْظ,O,noun
العمدة,العمدة,عُمْدَة,O,noun
والبداية,و+_البداية,بِدايَة,O,noun
في,في,فِي,O,prep
اختصار,اختصار,ٱِخْتِصار,O,noun
الغاية,الغاية,غايَة,O,noun
وبعض,و+_ب+_عض,عَضّ,O,noun
المنهاج,المنهاج,مِنْهاج,O,noun
وعرض,و+_عرض,عَرَض,O,verb
بعضها,ب+_عضها,عَضّ,O,noun
على,على,عَلَى,O,prep
العماد,العماد,عِماد,O,noun
الباريني,الباريني,الباريني,B-PERS,noun_prop
وغيره,و+_غيره,غَيْر,O,noun
وتفقه,و+_تفقه,فاق,O,verb
بالنور,ب+_النور,نُور,O,noun_prop
الادمي,الآدمي,آدَمِيّ,I-PERS,adj
والجمال,و+_الجمال,جَمال,B-PERS,noun_prop
السمنودي,السمنودي,السمنودي,I-PERS,noun_prop
وغيرهما,و+_غيرهما,غَيْر,O,noun
وحضر,و+_حضر,حَضَر,O,verb
ميعاد,ميعاد,مِيعاد,O,noun
السراج,السراج,سِراج,O,noun
البلقيني,البلقيني,البلقيني,O,noun_prop
في,في,فِي,O,prep
قوله,قوله,قَوْل,O,noun
واذا,و+_إذا,إِذا,O,conj
وقع,وقع,وَقَع,O,verb
القول,القول,قَوْل,O,noun
عليهم,عليهم,عَلَى,O,prep
اخرجنا,أخرجنا,أَخْرَج,O,verb
لهم,لهم,لِ,O,prep
دابة,دأبه,دَأَب,O,verb
من,من,مِن,O,prep
الارض,الأرض,أَرْض,O,noun
تكلمهم,تكلمهم,تَكَلَّم,O,verb
واجاز,و+_أجاز,أَجاز,O,verb
له,له,لِ,O,prep
باستدعاء,ب+_استدعاء,ٱِسْتِدْعاء,O,noun
مؤرخ,مؤرخ,مُؤَرَّخ,O,noun
بثاني,ب+_ثاني,ثانِي,O,adj
ربيع,ربيع,رَبِيع,O,noun_prop
الثاني,الثاني,ثانِي,O,adj
سنة,سنة,سَنَة,O,noun
احدى,إحدى,أَحَد,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
جماعة,جماعة,جَماعَة,O,noun
كابن,ك+_ابن,ٱِبْن,B-PERS,noun
صديق,صديق,صِدِّيق,I-PERS,noun_prop
والشهاب,و+_الشهاب,شِهاب,B-PERS,noun_prop
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
