token,tokenized,lemma,label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
شهاب,شهاب,شِهاب,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
ناصر,ناصر,ناصِر,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
الجمالي,الجمالي,جَمالِيّ,I-PERS,adj
حفيد,حفيد,حَفِيد,O,noun
اخت,أخت,أُخْت,O,noun
الجمال,الجمال,جَمال,B-PERS,noun
الاستادار,الاستادار,الاستادار,B-PERS,noun_prop
كان,كان,كان,O,verb
ابوه,أبوه,أَب,O,noun
حسن,حسن,حَسَن,O,noun_prop
العشرة,العشرة,عَشَرَة,O,noun
والمحاضرة,و+_المحاضرة,مُحاضَرَة,O,noun
والمكارم,و+_المكارم,مَكْرُمَة,O,noun
يستحضر,يستحضر,ٱِسْتَحْضَر,O,verb
نكتا,نكتا,نُكْتَة,O,noun
واشعارا,و+_أشعارا,شِعْر,O,noun
وفوائد,و+_فوائد,فائِدَة,O,noun
وخلفه,و+_خلفه,خَلْف,O,noun
ابنه,ابنه,ٱِبْن,O,noun
في,في,فِي,O,prep
رزقه,رزقه,رِزْق,O,noun
بمنية,ب+_منية,مُنْيَة,O,noun
خضير,خضير,خَضِير,O,noun
من,من,مِن,O,prep
المنزلة,المنزلة,مَنْزِلَة,O,noun
ولكنه,و+_لكنه,لٰكِنَّ,O,conj
ضبط,ضبط,ضَبْط,O,noun
موجوده,موجودة,مَوْجُود,O,noun
وصاهر,و+_صاهر,صاهَر,O,verb
بني,بني,بَنِي,O,noun_prop
الجيعان,الجيعان,الجيعان,I-ORG,noun_prop
.,.,.,O,punc
