token,tokenized,lemma,label,pos
ابو,أبو,أَبُو,B-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
العتيق,العتيق,عَتِيق,I-PERS,adj
بن,بن,بِن,I-PERS,noun_prop
زياد,زياد,زِياد,I-PERS,noun_prop
رضي,رضي,رَضِي,I-PERS,verb
الدين,الدين,دِين,I-PERS,noun
المقصري,المقصري,المقصري,I-PERS,noun_prop
اليماني,اليماني,يَمانِيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,I-PERS,adj
كان,كان,كان,O,verb
مشاركا,مشاركا,مُشارِك,O,noun
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
مستحضرا,مستحضرا,مُسْتَحْضَر,O,noun
لتفسير,ل+_تفسير,تَفْسِير,O,noun
الواحدي,الواحدي,الواحدي,B-PERS,noun_prop
مع,مع,مَع,O,prep
التحرز,التحرز,التحرز,O,noun_prop
والتوقي,والتوقي,والتوقي,O,noun_prop
والنسك,و+_النسك,نَسْك,O,noun
والعبادة,و+_العبادة,عِبادَة,O,noun
غير,غير,غَيْر,O,noun
منفك,منفك,منفك,O,noun_prop
عن,عن,عَن,O,prep
ذلك,ذلك,ذٰلِكَ,O,pron_dem
حتى,حتى,حَتَّى,O,prep
مات,مات,مات,O,verb
في,في,فِي,O,prep
اواخر,أواخر,آخِر,O,noun
ربيع,ربيع,رَبِيع,O,noun_prop
الثاني,الثاني,ثانِي,O,adj
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وخمسين,و+_خمسين,خَمْس,O,noun
رحمه,رحمه,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
.,.,.,O,punc
