token,tokenized,lemma,label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمود,محمود,مَحْمُود,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
او,أو,أَو,O,conj
الصدر,الصدر,صَدْر,B-PERS,noun
القاهري,القاهري,قاهِرِيّ,I-PERS,adj
الماوردي,الماوردي,الماوردي,B-PERS,noun_prop
ابوه,أبوه,أَب,O,noun
المالكي,المالكي,مالِكِيّ,B-PERS,noun
اخو,أخو,أَخ,O,noun
التقي,التقى,ٱِلْتَقَى,O,verb
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
الاتي,الآتي,آتِي,I-PERS,noun
وسبط,و+_سبط,سَبِط,O,adj
ابن,ابن,ٱِبْن,I-PERS,noun_prop
العجمي,العجمي,عَجَمِيّ,I-PERS,noun_prop
الماضي,الماضي,ماضِي,O,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
محمود,محمود,مَحْمُود,I-PERS,noun_prop
.,.,.,O,punc
اشتغل,أشتغل,ٱِشْتَغَل,O,verb
في,في,فِي,O,prep
العربية,العربية,عَرَبِيّ,O,adj
وغيرها,و+_غيرها,غَيْر,O,noun
واخذ,و+_أخذ,أَخَذ,O,verb
عن,عن,عَن,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
حجى,حجي,حَجّ,I-PERS,noun
ونحوه,و+_نحوه,نَحْو,O,noun
وتميز,و+_تميز,مَيَّز,O,verb
وسمع,و+_سمع,سَمِع,O,verb
الحديث,الحديث,حَدِيث,O,noun
ولازم,و+_ل+_إزم,أَزْمَة,O,noun
ابن,ابن,ٱِبْن,B-PERS,noun_prop
الغرز,الغرز,غَرْز,I-PERS,noun
ثم,ثم,ثُمَّ,O,adv
جفاه,جفاه,جَفّ,O,verb
وكذا,و+_كذا,كَذا,O,conj
تردد,تردد,تَرَدَّد,O,verb
الي,إلى,إِلَى,O,prep
قليلا,قليلا,قَلِيل,O,adj
واختص,و+_أختص,ٱِخْتَصّ,O,verb
بقربيه,بقربيه,بقربيه,O,noun_prop
البدر,البدر,بَدْر,O,noun
حسن,حسن,حَسَن,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الطولوني,الطولوني,الطولوني,I-PERS,noun_prop
وتنزل,و+_تنزل,نَزَل,O,verb
في,في,فِي,O,prep
تربة,تربة,تُرْبَة,O,noun
الاشرف,الأشرف,أَشْرَف,B-PERS,noun
قايتباي,قايتباي,قايتباي,I-PERS,noun_prop
وتكسب,و+_تكسب,كَسَب,O,verb
بالشهادة,ب+_الشهادة,شَهادَة,O,noun
وحج,و+_حج,حَجّ,O,noun
غير,غير,غَيْر,O,noun
مرة,مرة,مَرَّة,O,noun
بل,بل,بَل,O,conj
صار,صار,صار,O,verb
يحمل,يحمل,حَمَل,O,verb
كثيرا,كثيرا,كَثِير,O,adv
من,من,مِن,O,prep
صدقات,صدقات,صَدَقَة,O,noun
اهل,أهل,أَهْل,O,noun
الحرمين,الحرمين,حَرَم,O,noun_prop
بحيث,ب+_حيث,حَيْثُ,O,conj
تمول,تمول,مَوَّل,O,verb
وضارب,و+_ضارب,ضارِب,O,noun
وعامل,و+_عامل,عامِل,O,noun
والله,و+_الله,اللَّه,O,noun_prop
يوفقه,يوفقه,وَفَّق,O,verb
.,.,.,O,punc
