token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
بهادر,ب+_هادر,هادِر,I-PERS,adj
ناصر,ناصر,ناصِر,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
الاياسي,الاياسي,الاياسي,I-PERS,noun_prop
بكسر,ب+_كسر,كَسْر,O,noun
اوله,أوله,أَوَّل,O,adj
ثم,ثم,ثُمَّ,O,adv
تحتانية,تحتانية,تَحْتانِيّ,O,adj
نسبة,نسبة,نِسْبَة,O,noun
لمعتق,ل+_معتق,مُعَتَّق,O,adj
جده,جده,جَدّ,O,noun
اياس,إياس,إِياس,B-PERS,noun
الغزي,الغزي,غَزِّيّ,I-PERS,adj
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
الصوفي,الصوفي,صُوفِيّ,O,adj
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
بغزة,ب+_غزة,غَزَّة,B-LOC,noun_prop
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
وخمسين,و+_خمسين,خَمْس,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
تقريبا,تقريبا,تَقْرِيب,O,noun
وكان,و+_كان,كان,O,verb
يقول,يقول,قال,O,verb
لا,لا,لا,O,part_neg
اعلم,أعلم,عَلِم,O,verb
تعيينه,تعيينه,تَعْيِين,O,noun
الا,إلا,إِلّا,O,part
ان,أن,أَنَّ,O,conj_sub
الفقيه,الفقيه,فَقِيه,O,noun
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
قيس,قيس,قَيَّس,I-PERS,verb
قال,قال,قال,O,verb
لي,لي,لِ,O,prep
حج,حج,حَجّ,O,noun
والدك,والدك,والِد,O,noun
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
وخمسين,و+_خمسين,خَمْس,O,noun
فولدت,ف+_ولدت,وَلَد,O,verb
فيها,فيها,فِي,O,prep
قال,قال,قال,O,verb
وانا,و+_أنا,أَنا,O,pron
اعرف,أعرف,عَرَف,O,verb
ان,أن,أَنَّ,O,conj_sub
مولدي,مولدي,مَوْلِد,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
حج,حج,حَجّ,O,noun
والدي,والدي,والِد,O,noun
وانما,و+_إنما,إِنَّما,O,verb_pseudo
استفدت,استفدت,ٱِسْتَفاد,O,verb
تعيين,تعيين,تَعْيِين,O,noun
السنة,السنة,سَنَة,O,noun
من,من,مِن,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
قيس,قيس,قَيَّس,I-PERS,verb
،,،,،,O,punc
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
وسمع,و+_سمع,سَمِع,O,verb
فيما,فيما,ما,O,conj_sub
اخبر,أخبر,أَخْبَر,O,verb
بعد,بعد,بُعْد,O,noun
الثمانين,الثمانين,ثَمانِي,O,noun
على,على,عَلَى,O,prep
قاضيها,قاضيها,قاضِي,O,noun
العلاء,العلاء,عَلاء,B-PERS,noun
ابي,أبي,أَبِي,I-PERS,noun_prop
الحسن,الحسن,حَسَن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
خلف,خلف,خَلْف,I-PERS,noun
الصحيحين,الصحيحين,صَحِيح,I-PERS,adj
والموطا,و+_الموطأ,مَوْطَأ,O,noun
والشفا,و+_الشفا,شَفاً,O,noun
بجامعها,ب+_جامعها,جامِع,O,noun
العتيق,العتيق,عَتِيق,O,adj
العمري,العمري,عُمَرِيّ,B-PERS,noun_prop
واخذ,و+_أخذ,أَخَذ,O,verb
عن,عن,عَن,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
زقاعة,زقاعة,زقاعه,I-PERS,noun_prop
في,في,فِي,O,prep
النحو,النحو,نَحْو,O,noun
وغيره,و+_غيره,غَيْر,O,noun
وصحب,و+_صحب,صَحِب,O,verb
الشمس,الشمس,شَمْس,B-PERS,noun
العيزري,العيزري,العيزري,I-PERS,noun_prop
وانتفع,و+_أنتفع,ٱِنْتَفَع,O,verb
به,به,بِ,O,prep
وحمل,و+_حمل,حَمَل,O,verb
عنه,عنه,عَن,O,prep
من,من,مِن,O,prep
نظمه,نظمه,نَظَّم,O,verb
وتصانيفه,و+_تصانيفه,تَصْنِيف,O,noun
وغير,و+_غير,غَيْر,O,noun
ذلك,ذلك,ذٰلِكَ,O,pron_dem
وقدم,و+_قدم,قَدَّم,O,verb
عليهم,عليهم,عَلَى,O,prep
غزة,غزة,غَزَّة,B-LOC,noun_prop
قاضيا,قاضيا,قاضِي,O,noun
الموفق,الموفق,مُوَفَّق,O,adj
الرومي,الرومي,رُومِيّ,I-PERS,noun_prop
الحنفي,الحنفي,حَنَفِيّ,O,noun_prop
تلميذ,تلميذ,تِلْمِيذ,O,noun
اكمل,أكمل,أَكْمَل,B-PERS,verb
