token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
الصدر,الصدر,صَدْر,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الزين,الزين,زَيْن,I-PERS,noun
البكري,البكري,بَكْرِيّ,I-PERS,noun_prop
الدهروطي,الدهروطي,الدهروطي,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
الازهري,الأزهري,أَزْهَرِيّ,I-PERS,noun_prop
الشبراوي,الشبراوي,الشبراوي,I-PERS,noun_prop
الشافعي,الشافعي,شافِعِيّ,I-PERS,adj
الناسخ,الناسخ,ناسِخ,O,noun
قريب,قريب,قَرِيب,O,adj
الجلال,الجلال,جَلال,O,noun_prop
البكري,البكري,بَكْرِيّ,O,noun_prop
فالجلال,ف+_الجلال,جَلال,B-PERS,noun_prop
ابن,ابن,ٱِبْن,O,noun_prop
خال,خال,خال,O,noun
والده,والده,والِد,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بلقبه,ب+_لقبه,لَقَب,O,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
بدهروط,بدهروط,بدهروط,B-LOC,noun_prop
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وخمسين,و+_خمسين,خَمْس,O,noun
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
وقرا,و+_قرآ,قَرَأ,O,verb
القران,القرآن,قُرْآن,B-MISC,noun_prop
ثم,ثم,ثُمَّ,O,adv
تحول,تحول,تَحَوَّل,O,verb
بعد,بعد,بُعْد,O,noun
بلوغه,بلوغه,بُلُوغ,O,noun
الى,إلى,إِلَى,O,prep
مصر,مصر,مِصْر,B-LOC,noun_prop
وحفظ,و+_حفظ,حِفْظ,O,noun
بها,بها,بِ,O,prep
المنهاج,المنهاج,مِنْهاج,O,noun
وعرضه,و+_عرضه,عَرْض,O,noun
على,على,عَلَى,O,prep
المناوي,المناوي,مُناوِي,B-PERS,adj
وغيره,و+_غيره,غَيْر,O,noun
وجاور,و+_جاور,جاوَر,O,verb
بالازهروحضر,بالازهروحضر,بالازهروحضر,B-LOC,noun_prop
دروس,دروس,دَرْس,O,noun
العبادي,العبادي,عَبّادِيّ,B-PERS,noun_prop
والفخر,و+_الفخر,فَخْر,B-PERS,noun
المقسي,المقسي,المقسي,O,noun_prop
فمن,ف+_من,مِن,O,prep
يليهما,يليهما,وَلِي,O,verb
كمحمد,ك+_محمد,مُحَمَّد,O,noun_prop
الضرير,الضرير,الضرير,I-PERS,noun_prop
وعبد,و+_عبد,عَبْد,B-PERS,noun_prop
الحق,الحق,حَقّ,I-PERS,noun
وكتب,و+_كتب,كَتَب,O,verb
بخطه,ب+_خطة,خُطَّة,O,noun
اشياء,أشياء,شَيْء,O,noun
منها,منها,مِن,O,prep
غير,غير,غَيْر,O,noun
نسخة,نسخة,نُسْخَة,O,noun
من,من,مِن,O,prep
شرحي,شرحي,شَرْح,O,noun
للالفية,ل+_الألفية,أَلْفِيّ,O,adj
واقام,و+_أقام,أَقام,O,verb
بشبري,ب+_شبري,شِبْر,B-LOC,noun
النخلة,النخلة,نَخْل,I-LOC,noun
على,على,عَلَى,O,prep
طريقة,طريقة,طَرِيقَة,O,noun
حسنة,حسنة,حَسَن,O,noun
يشهد,يشهد,شَهِد,O,verb
ويخطب,و+_يخطب,خَطَب,O,verb
بها,بها,بِ,O,prep
احيانا,أحيانا,حِين,O,noun
ويتردد,و+_يتردد,تَرَدَّد,O,verb
منها,منها,مِن,O,prep
للاشتغال,ل+_الاشتغال,ٱِشْتِغال,O,noun
وغيره,و+_غيره,غَيْر,O,noun
ماشيا,ماشيا,ماشِي,O,noun
او,أو,أَو,O,conj
راكبا,راكبا,راكِب,O,noun
وحج,و+_حج,حَجّ,O,noun
وجاور,و+_جاور,جاوَر,O,verb
وحضر,و+_حضر,حَضَر,O,verb
دروس,دروس,دَرْس,O,noun
الفخر,الفخر,فَخْر,O,noun
اخي,أخي,أَخ,O,noun
القاضي,القاضي,قاضِي,O,noun
ثم,ثم,ثُمَّ,O,adv
جاء,جاء,جاء,O,verb
في,في,فِي,O,prep
البحر,البحر,بَحْر,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
وتسعين,و+_تسعين,سَعَى,O,verb
فحج,ف+_حج,حَجّ,O,noun
وجاور,و+_جاور,جاوَر,O,verb
السنة,السنة,سَنَة,O,noun
التي,التي,الَّذِي,O,pron_rel
بعدها,بعدها,بُعْد,O,noun
وقرا,و+_قرآ,قَرَأ,O,verb
على,على,عَلَى,O,prep
مجلي,مجلي,مُجَلِّي,B-PERS,noun
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
وعلى,و+_على,عَلَى,O,prep
السيد,السيد,سَيِّد,O,noun_prop
عبد,عبد,عَبْد,B-PERS,noun_prop
