token,tokenized,lemma,label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
اسماعيل,إسماعيل,إِسْماعِيل,I-PERS,noun_prop
الصلاح,الصلاح,صَلاح,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
العز,العز,عِزّ,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
البدر,البدر,بَدْر,I-PERS,noun
الحكري,الحكري,الحكري,I-PERS,noun_prop
القاهري,القاهري,قاهِرِيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
الصوفي,الصوفي,صُوفِيّ,O,adj
الخازن,الخازن,خازِن,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بالصلاح,ب+_الصلاح,صَلاح,B-PERS,noun_prop
الحكري,الحكري,الحكري,I-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
ظنا,ظنا,ظَنّ,O,verb
كما,كما,كَما,O,conj
قراته,قرأته,قَرَأ,O,verb
بخطه,ب+_خطة,خُطَّة,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وستين,و+_ستين,سِتّ,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فاشتغل,ف+_أشتغل,ٱِشْتَغَل,O,verb
بالعلم,ب+_العلم,عِلْم,O,noun
والتصوف,و+_التصوف,تَصَوُّف,O,noun_prop
ولازم,و+_ل+_إزم,أَزْمَة,O,noun
الزين,الزين,زَيْن,B-PERS,noun
العراقي,العراقي,عِراقِيّ,I-PERS,adj
في,في,فِي,O,prep
اماليه,اماليه,اماليه,O,noun_prop
وغيرها,و+_غيرها,غَيْر,O,noun
وكذا,و+_كذا,كَذا,O,conj
سمع,سمع,سَمِع,O,verb
على,على,عَلَى,O,prep
الهيثمي,الهيثمي,الهيثمي,I-PERS,noun_prop
وابن,و+_ابن,ٱِبْن,B-PERS,noun
ابي,أبي,أَبِي,I-PERS,noun_prop
المجد,المجد,مَجْد,I-PERS,noun
والتاجين,و+_التاجين,تاج,B-PERS,noun
ابن,ابن,ٱِبْن,I-PERS,noun_prop
الفصيح,الفصيح,فَصِيح,I-PERS,adj
وابن,و+_ابن,ٱِبْن,B-PERS,noun
التنسي,التنسي,التنسي,I-PERS,noun_prop
وناصر,و+_ناصر,ناصِر,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
الحنبلي,الحنبلي,حَنْبَلِيّ,I-PERS,adj
القاضي,القاضي,قاضِي,O,noun
والسويداوي,والسويداوي,والسويداوي,B-PERS,noun_prop
والشهاب,و+_الشهاب,شِهاب,O,noun_prop
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
الطريني,الطريني,الطريني,I-PERS,noun_prop
والشرف,و+_الشرف,شَرَف,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الكويك,الكويك,الكويك,I-PERS,noun_prop
في,في,فِي,O,prep
اخرين,آخرين,آخَر,O,adj
منهم,منهم,مِن,O,prep
بقراءته,ب+_قراءته,قِراءَة,O,noun
القطب,القطب,قُطْب,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
الكريم,الكريم,كَرِيم,I-PERS,noun_prop
حفيد,حفيد,حَفِيد,O,noun
الحافظ,الحافظ,حافِظ,B-PERS,noun_prop
الحلبي,الحلبي,حَلَبِيّ,I-PERS,noun_prop
،,،,،,O,punc
وكان,و+_كان,كان,O,verb
خيرا,خيرا,خَيْر,O,noun
ساكنا,ساكنا,ساكِن,O,adj
وقورا,وقورا,وَقُور,O,adj
منجمعا,منجمعا,منجمعا,O,noun_prop
عن,عن,عَن,O,prep
الناس,الناس,ناس,O,noun
قانعا,قانعا,قانِع,O,adj
متعففا,متعففا,مُتَعَفِّف,O,adj
مديما,مديما,مديما,O,noun_prop
لمباشرة,ل+_مباشرة,مُباشَرَة,O,noun
التصوف,التصوف,تَصَوُّف,O,noun_prop
بالصلاحية,ب+_الصلاحية,صَلاحِيَّة,O,noun
سعيد,سعيد,سَعِيد,B-PERS,noun_prop
السعداء,السعداء,سَعِيد,I-PERS,adj
ضابطا,ضابطا,ضابِط,O,noun
لكتبها,ل+_كتبها,كِتاب,O,noun
اتم,أتم,تَمّ,O,verb
ضبط,ضبط,ضَبْط,O,noun
وبعده,و+_بعده,بَعْد,O,noun
ظهر,ظهر,ظُهْر,O,noun
الخل,الخل,خَلّ,O,noun
التام,التام,تامّ,O,noun
فيها,فيها,فِي,O,prep
وقد,و+_قد,قَدْ,O,part_verb
حدث,حدث,حَدَث,O,verb
باليسير,ب+_اليسير,يَسِير,O,adj
سمع,سمع,سَمِع,O,verb
منه,منه,مِن,O,prep
الفضلاء,الفضلاء,فاضِل,O,noun
