token,tokenized,lemma,label,pos
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
يونس,يونس,يُونِس,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
مسعود,مسعود,مَسعُود,I-PERS,noun_prop
القلعي,القلعي,القلعي,I-PERS,noun_prop
الدمشقي,الدمشقي,دِمَشْقِيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
نزيل,نزيل,أَزال,O,verb
العقيبة,العقيبة,عَقِيب,O,noun
الصغرى,الصغرى,أَصْغَر,O,noun
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
قبل,قبل,قِبَل,O,noun
سنة,سنة,سَنَة,O,noun
خمسين,خمسين,خَمْس,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وقال,و+_قال,قال,O,verb
انه,أنه,أَنَّ,O,conj_sub
سمع,سمع,سَمِع,O,verb
البخاري,البخاري,بُخارِيّ,B-PERS,adj
على,على,عَلَى,O,prep
ابي,أبي,أَبِي,O,noun_prop
المحاسن,المحاسن,مَحاسِن,I-PERS,noun
يوسف,يوسف,يُوسِف,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
القباني,القباني,القباني,I-PERS,noun_prop
وبعض,و+_ب+_عض,عَضّ,O,noun
مسلم,مسلم,مُسْلِم,O,noun
على,على,عَلَى,O,prep
الياسوفي,الياسوفي,الياسوفي,B-PERS,noun_prop
وخليل,و+_خليل,خَلِيل,B-PERS,noun_prop
القدسي,القدسي,قُدْسِيّ,I-PERS,adj
والشفا,و+_الشفا,شَفاً,B-PERS,noun
على,على,عَلَى,O,prep
المحيوي,المحيوي,المحيوي,B-PERS,noun_prop
الرحبي,الرحبي,الرحبي,I-PERS,noun_prop
وحدث,و+_حدث,حَدَث,O,noun
اخذ,أخذ,أَخَذ,O,verb
عنه,عنه,عَن,O,prep
بعض,ب+_عض,عَضّ,O,noun
اصحابنا,أصحابنا,صاحِب,O,noun
وكان,و+_كان,كان,O,verb
يؤدب,يؤدب,آدَب,O,verb
الاصفال,الاصفال,الاصفال,O,noun_prop
جوار,جوار,جِوار,O,noun
حمام,حمام,حَمام,O,noun_prop
القواس,القواس,قَوّاس,O,noun
