token,tokenized,lemma,label,pos
ابراهيم,إبراهيم,إِبْراهِيم,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ثابت,ثابت,ثابِت,I-PERS,adj
النابلسي,النابلسي,نابُلْسِيّ,I-PERS,adj
شخص,شخص,شَخْص,O,noun
من,من,مِن,O,prep
بني,بني,بَنِي,O,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
شيوخ,شيوخ,شَيْخ,O,noun
نابلس,نابلس,نابُلُس,B-LOC,noun_prop
نشا,نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فتعلم,ف+_تعلم,عَلِم,O,verb
الكتابة,الكتابة,كِتابَة,O,noun
وقرا,و+_قرآ,قَرَأ,O,verb
شيئا,شيئا,شَيْء,O,noun
من,من,مِن,O,prep
القران,القرآن,قُرْآن,B-MISC,noun_prop
وانتمى,و+_أنتمي,ٱِنْتَمَى,O,verb
لقاضيها,ل+_قاضيها,قاضِي,O,noun
الشافعي,الشافعي,شافِعِيّ,O,adj
ابي,أبي,أَبِي,B-PERS,noun_prop
الفتح,الفتح,فَتْح,I-PERS,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الجوبري,الجوبري,الجوبري,I-PERS,noun_prop
وخدمه,و+_خدمة,خِدْمَة,O,noun
بحيث,ب+_حيث,حَيْثُ,O,conj
صار,صار,صار,O,verb
يستعمله,يستعمله,ٱِسْتَعْمَل,O,verb
في,في,فِي,O,prep
الشهادات,الشهادات,شَهادَة,O,noun
مع,مع,مَع,O,prep
تكسبه,تكسبه,كَسَب,O,verb
في,في,فِي,O,prep
غضون,غضون,غُضُون,O,noun
هذا,هذا,هٰذا,O,pron_dem
حريرا,حريرا,حَرِير,O,noun
فترفع,ف+_ترفع,رَفَع,O,verb
حاله,حاله,حال,O,noun
يسيرا,يسيرا,سار,O,verb
ثم,ثم,ثُمَّ,O,adv
سافر,سافر,سافَر,O,verb
الى,إلى,إِلَى,O,prep
دمشق,دمشق,دِمَشْق,B-LOC,noun_prop
وتردد,و+_تردد,تَرَدَّد,O,verb
للبلاطنسي,للبلاطنسي,للبلاطنسي,B-LOC,noun_prop
وحضر,و+_حضر,حَضَر,O,verb
عنده,عنده,عِنْد,O,noun
واجتهد,و+_أجتهد,ٱِجْتَهَد,O,verb
في,في,فِي,O,prep
خدمته,خدمته,خِدْمَة,O,noun
فراج,ف+_راج,راج,O,verb
هناك,هناك,هُناكَ,O,adv
وحصل,و+_حصل,حَصَل,O,verb
بجاهه,ب+_جاهه,جاه,O,noun
وظائف,وظائف,وَظِيفَة,O,noun
في,في,فِي,O,prep
الجامع,الجامع,جامِع,O,noun
وانضم,و+_انضم,ٱِنْضَمّ,O,verb
بعد,بعد,بُعْد,O,noun
موته,موته,مَوْت,O,noun
للزين,ل+_الزين,زَيْن,B-PERS,noun
خطاب,خطاب,خِطاب,I-PERS,noun
وربما,و+_ربما,رُبَّما,O,adv
حضر,حضر,حَضَر,O,verb
دروسه,دروسه,دَرْس,O,noun
بل,بل,بَل,O,conj
قرا,قرآ,قَرَأ,O,verb
في,في,فِي,O,prep
الجرومية,الجرومية,الجروميه,O,noun_prop
على,على,عَلَى,O,prep
ابي,أبي,أَبِي,B-PERS,noun_prop
العزم,العزم,عَزْم,I-PERS,noun
الحلاوي,الحلاوى,حَلاوَى,I-PERS,noun_prop
ولكن,و+_لكن,لٰكِن,O,conj
لم,لم,لَم,O,part_neg
يفتح,يفتح,فَتَح,O,verb
عليه,عليه,عَلَى,O,prep
في,في,فِي,O,prep
شيء,شيء,شَيْء,O,noun
من,من,مِن,O,prep
ذلك,ذلك,ذٰلِكَ,O,pron_dem
بل,بل,بَل,O,conj
تميز,تميز,مَيَّز,O,verb
في,في,فِي,O,prep
المخاصمات,المخاصمات,مُخاصَمَة,O,noun
.,.,.,O,punc
ونحوها,و+_نحوها,نَحْو,O,noun
وخدم,و+_خدم,خَدَم,O,verb
عند,عند,عِنْد,O,noun
العلاء,العلاء,عَلاء,B-PERS,noun
الصابوني,الصابوني,صابُونِيّ,I-PERS,adj
واستنابه,واستنابه,واستنابه,O,noun_prop
في,في,فِي,O,prep
القضاء,القضاء,قَضاء,O,noun
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
وتكلم,و+_تكلم,تَكَلَّم,O,verb
عنه,عنه,عَن,O,prep
في,في,فِي,O,prep
عدة,عدة,عِدَّة,O,adj
جهات,جهات,جِهَة,O,noun
وتزايدت,و+_تزايدت,تَزايَد,O,verb
محاسنه,محاسنة,مُحاسَنَة,O,noun
في,في,فِي,O,prep
هذا,هذا,هٰذا,O,pron_dem
النوع,النوع,نَوْع,O,noun
وذكر,و+_ذكر,ذَكَر,O,verb
بين,بين,بَيِّن,O,noun
المباشرين,المباشرين,مُباشِر,O,noun
ونحوهم,و+_نحوهم,نَحْو,O,noun
وترقى,و+_ترقى,رَقِي,O,verb
لخدمة,ل+_خدمة,خِدْمَة,O,noun
السلطان,السلطان,سُلْطان,O,noun
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
كان,كان,كان,O,verb
من,من,مِن,O,prep
اكبر,أكبر,أَكْبَر,O,adj
المرافقين,المرافقين,مُرافِق,O,noun
للعلاء,ل+_العلاء,عَلاء,B-PERS,noun
مخدومه,مخدومة,مَخْدُوم,O,noun
حين,حين,حِين,O,noun
نكب,نكب,نَكْب,O,noun
مع,مع,مَع,O,prep
تكلمه,تكلمه,تَكَلَّم,O,verb
بين,بين,بَيِّن,O,noun
الناس,الناس,ناس,O,noun
وبين,و+_بين,بَيِّن,O,noun
الملك,الملك,مَلِك,O,noun
في,في,فِي,O,prep
الولايات,الولايات,وِلايَة,O,noun
والعزل,و+_العزل,عَزْل,O,noun
والمخاصمات,و+_المخاصمات,مُخاصَمَة,O,noun
والمصادرات,و+_المصادرات,مُصادَرَة,O,noun
ونحوها,و+_نحوها,نَحْو,O,noun
فازدحم,ف+_أزدحم,ٱِزْدَحَم,O,verb
الغوغاء,الغوغاء,غَوْغاء,O,noun
بل,بل,بَل,O,conj
وكثير,و+_كثير,كَثِير,O,noun
من,من,مِن,O,prep
الخواص,الخواص,الخواص,O,noun_prop
ببابه,ب+_بابه,باب,O,noun
وقطع,و+_قطع,قَطَع,O,verb
ووصل,و+_وصل,وَصَل,O,verb
وقرب,و+_قرب,قُرْب,O,noun
وبعد,و+_بعد,بُعْد,O,noun
وتسمى,و+_تسمي,سَمَّى,O,verb
وكيل,وكيل,وَكِيل,O,noun
السلطان,السلطان,سُلْطان,O,noun
وهابه,و+_هابه,هاب,O,verb
كل,كل,كُلّ,O,noun
احد,أحد,أَحَد,O,noun
واضيفت,و+_أضيفت,أَضاف,O,verb
اليه,إليه,إِلَى,O,prep
تداريس,تداريس,تداريس,O,noun_prop
ومشيخات,ومشيخات,ومشيخات,O,noun_prop
وانظار,و+_أنظار,نَظَر,O,noun
وغيرها,و+_غيرها,غَيْر,O,noun
من,من,مِن,O,prep
الجهات,الجهات,جِهَة,O,noun
وتمول,و+_تمول,مَوَّل,O,verb
جدا,جدا,جِدّ,O,noun
وصارت,و+_صارت,صار,O,verb
الجمالية,الجمالية,جَمالِيّ,O,adj
لسكناه,ل+_سكناه,سَكَّن,O,verb
بقاعة,ب+_قاعة,قاعَة,O,noun
مشيختها,مشيختها,مَشْيَخَة,O,noun
كدار,ك+_دار,دار,B-PERS,noun
واتى,و+_أتى,أَتَى,O,verb
الشرطة,الشرطة,شُرْطَة,O,noun
وكاد,و+_كاد,كاد,O,verb
ان,أن,أَنَّ,O,conj_sub
يخرب,يخرب,خَرَّب,O,verb
الديار,الديار,دار,O,noun
الشامية,الشامية,شامِيّ,O,adj
بنفسه,ب+_نفسه,نَفْس,O,noun
وبولده,و+_ب+_ولده,وَلَد,O,noun
الاتي,الآتي,آتِي,O,noun
في,في,فِي,O,prep
الاحمدين,الأحمدين,أَحْمَد,O,noun
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
امسك,أمسك,أَمْس,O,noun
كل,كل,كُلّ,O,noun
منهما,منهما,مِن,O,prep
في,في,فِي,O,prep
محل,محل,مَحَلّ,O,noun
سلطته,سلطته,سُلْطَة,O,noun
واخذ,و+_أخذ,أَخَذ,O,verb
منهما,منهما,مِن,O,prep
من,من,مِن,O,prep
الاموال,الأموال,مال,O,noun
والذخائر,و+_الذخائر,ذَخِيرَة,O,noun
ما,ما,ما,O,pron_rel
يفوق,يفوق,فاق,O,verb
الوصف,الوصف,وَصْف,O,noun
مع,مع,مَع,O,prep
مزايدها,مزايدها,مُزايِد,O,noun
بينهما,بينهما,بَيِّن,O,noun
وضرب,و+_ضرب,ضَرْب,O,noun
هذا,هذا,هٰذا,O,pron_dem
بين,بين,بَيِّن,O,noun
يدي,يدي,يَد,O,noun
السلطان,السلطان,سُلْطان,O,noun
ثم,ثم,ثُمَّ,O,adv
الدوادار,الدوادار,الدوادار,O,noun_prop
الكبير,الكبير,كَبِير,O,adj
حتى,حتى,حَتَّى,O,prep
