token,tokenized,lemma,label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمود,محمود,مَحْمُود,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبادة,عبادة,عِبادَة,I-PERS,noun
بالفتح,ب+_الفتح,فَتْح,I-PERS,noun
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
الانصاري,الأنصاري,أَنْصارِيّ,I-PERS,noun_prop
الحلبي,الحلبي,حَلَبِيّ,O,noun_prop
ثم,ثم,ثُمَّ,O,adv
الدمشقي,الدمشقي,دِمَشْقِيّ,O,adj
الصالحي,الNOAN,صالحي,B-PERS,noun_prop
الحنبلي,الحنبلي,حَنْبَلِيّ,I-PERS,adj
المؤذن,المؤذن,مُؤَذِّن,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الشحام,الشحام,الشحام,I-PERS,noun_prop
بمعجمة,ب+_معجمه,مُعْجَم,O,noun
ثم,ثم,ثُمَّ,O,adv
مهملة,مهملة,مُهْمَل,O,adj
مثقلة,مثقلة,مُثْقَل,O,noun
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
يوم,يوم,يَوْم,O,noun
الجمعة,الجمعة,جُمْعَة,O,noun_prop
قبيل,قبيل,قُبَيْلَ,O,noun
الصلاة,الصلاة,صَلاة,O,noun
خامس,خامس,خامِس,O,adj
عشري,عشري,عَشَرَة,O,noun
المحرم,المحرم,مُحَرَّم,O,adj
سنة,سنة,سَنَة,O,noun
احدى,إحدى,أَحَد,O,noun
وثمانين,و+_ثمانين,ثَمانِي,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
