token,tokenized,lemma,label,pos
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
العلاء,العلاء,عَلاء,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
الحسن,الحسن,حَسَن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
زرين,زرين,زِرّ,I-PERS,noun
.,.,.,O,punc
كان,كان,كان,O,verb
ابوه,أبوه,أَب,O,noun
سوقيا,سوقيا,سُوقِيّ,O,adj
يلقب,يلقب,لَقَّب,O,verb
زوين,زوين,زَوَى,B-PERS,verb
فنشا,ف+_نشأ,شَأَو,O,verb
ابنه,ابنه,ٱِبْن,O,noun
في,في,فِي,O,prep
خدمة,خدمة,خِدْمَة,O,noun
بعض,ب+_عض,عَضّ,O,noun
السوقة,السوقة,سُوقَة,O,noun
ثم,ثم,ثُمَّ,O,adv
انتمى,أنتمي,ٱِنْتَمَى,O,verb
لبعض,ل+_بعض,بَعْض,O,adj
البريدية,البريدية,بَرِيدِيّ,O,adj
وتفقه,و+_تفقه,فاق,O,verb
في,في,فِي,O,prep
المظالم,المظالم,مَظْلِمَة,O,noun
حتى,حتى,حَتَّى,O,prep
ولي,ولي,وَلِيّ,O,noun
الكشف,الكشف,كَشْف,O,noun
بالغربية,ب+_الغربية,غَرْبِيّ,B-LOC,adj
وصار,و+_صار,صار,O,verb
الى,إلى,إِلَى,O,prep
مظالم,مظالم,مَظْلِمَة,O,noun
ومخازن,و+_مخازن,مَخْزَن,O,noun
سيما,سيما,سِيَّما,O,adv
في,في,فِي,O,prep
ايام,أيام,يَوْم,O,noun
يشبك,يشبك,شاب,O,verb
الدوادار,الدوادار,الدوادار,O,noun_prop
ثم,ثم,ثُمَّ,O,adv
بعده,بعده,بُعْد,O,noun
صرف,صرف,صَرْف,O,noun
بخير,ب+_خير,خَيْر,B-PERS,noun
بك,بك,بَك,I-PERS,noun_prop
السيفي,السيفي,السيفي,I-PERS,noun_prop
اينال,اينال,اينال,B-PERS,noun_prop
الاشقر,الأشقر,أَشْقَر,I-PERS,noun
وقد,و+_قد,قَدْ,O,part_verb
كان,كان,كان,O,verb
في,في,فِي,O,prep
ركب,ركب,رَكْب,O,noun
المحمل,المحمل,مُحَمَّل,O,noun
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وتسعين,و+_تسعين,سَعَى,O,verb
وحصلت,و+_حصلت,حَصَل,O,verb
منه,منه,مِن,O,prep
بهذلة,بهذلة,بهذله,O,noun_prop
للخطيب,ل+_الخطيب,خَطِيب,O,noun
الوزيري,الوزيري,الوزيري,I-PERS,noun_prop
.,.,.,O,punc
ولم,و+_لم,لَم,O,part_neg
يلبث,يلبث,لَبِث,O,verb
ان,أن,أَنَّ,O,conj_sub
مات,مات,مات,O,verb
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
في,في,فِي,O,prep
رمضان,رمضان,رَمَضان,O,noun_prop
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
.,.,.,O,punc
