token,tokenized,lemma,label,pos
عثمان,عثمان,عُثْمان,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الرحمن,الرحمن,رَحْمٰن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
ابو,أبو,أَبُو,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
الناشري,الناشري,الناشري,I-PERS,noun_prop
الزبيدي,الزبيدي,زَبِيدِيّ,O,noun_prop
الشافعي,الشافعي,شافِعِيّ,O,adj
والد,والد,والِد,O,noun
ابي,أبي,أَبِي,B-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
الاتي,الآتي,آتِي,I-PERS,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وسبعين,و+_سبعين,سَبْع,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وتفقه,و+_تفقه,فاق,O,verb
بابيه,ب+_أبيه,أَب,O,noun
في,في,فِي,O,prep
اخرين,آخرين,آخَر,O,adj
كاخيه,ك+_أخيه,أَخ,O,noun
العفيف,العفيف,عَفِيف,B-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
وسافر,و+_سافر,سافَر,O,verb
له,له,لِ,O,prep
الى,إلى,إِلَى,O,prep
تعز,تعز,عَزا,B-LOC,verb
حين,حين,حِين,O,noun
قضائه,قضائه,قَضاء,O,noun
لها,لها,لِ,O,prep
فاجتمع,ف+_أجتمع,ٱِجْتَمَع,O,verb
به,به,بِ,O,prep
ايضا,أيضا,أَيْض,O,noun
وبمن,و+_ب+_من,مَن,O,pron_rel
بها,بها,بِ,O,prep
من,من,مِن,O,prep
العلماء,العلماء,عالِم,O,noun
ولكنه,و+_لكنه,لٰكِنَّ,O,conj
عجز,عجز,عَجْز,O,noun
عن,عن,عَن,O,prep
شدة,شدة,شِدَّة,O,noun
بردها,ب+_ردها,رَدّ,O,noun
فتحول,ف+_تحول,تَحَوَّل,O,verb
لموزع,ل+_موزع,مُوَزَّع,O,adj
فاخذ,ف+_آخذ,أَخَذ,O,verb
عن,عن,عَن,O,prep
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
نور,نور,نُور,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
وله,و+_له,لِ,O,prep
اجازات,إجازات,إِجازَة,O,noun
من,من,مِن,O,prep
جماعة,جماعة,جَماعَة,O,noun
وكان,و+_كان,كان,O,verb
جيد,جيد,جَيِّد,O,adj
الفقه,الفقه,فِقْه,O,noun
وقواعده,و+_قواعده,قاعِدَة,O,noun
والاصول,و+_الأصول,أَصْل,O,noun
والنحو,و+_النحو,نَحْو,O,noun
متقدما,متقدما,مُتَقَدِّم,O,adj
في,في,فِي,O,prep
المناظرة,المناظرة,مُناظَرَة,O,noun
بليغ,بليغ,بَلِيغ,O,adj
المحاورة,المحاورة,مُحاوِر,O,noun
فقيه,فقيه,فَقِيه,O,noun_prop
النفس,النفس,نَفْس,O,noun
كريما,كريما,كَرِيم,O,adj
لطيف,لطيف,لَطِيف,O,noun_prop
الاشارة,الإشارة,إِشارَة,O,noun
حسن,حسن,حَسَن,O,noun_prop
العبارة,العبارة,عِبارَة,O,noun
مقتدرا,مقتدرا,مُقْتَدِر,O,adj
على,على,عَلَى,O,prep
استنباط,استنباط,ٱِسْتِنْباط,O,noun
المعاني,المعاني,مَعْنَى,O,noun
البديعة,البديعة,بَدِيعَة,O,noun
مملوء,مملوء,مَمْلُوء,O,adj
كمالا,كمالا,كَمال,O,noun
وعقلا,و+_عقلا,عَقْل,O,noun
وعلما,و+_علما,عِلْم,O,adv
وفضلا,و+_فضلا,فَضَّل,O,verb
مع,مع,مَع,O,prep
خبرة,خبرة,خِبْرَة,O,noun
بالشروط,ب+_الشروط,شَرْط,O,noun
وصلاح,و+_صلاح,صَلاح,O,noun_prop
رهيبة,رهيبة,رَهِيب,O,adj
بحيث,ب+_حيث,حَيْثُ,O,conj
خلصت,خلصت,خَلَص,O,verb
امراة,أمراه,أَمْر,O,noun
من,من,مِن,O,prep
الجنون,الجنون,جُنُون,O,noun
برؤيته,ب+_رؤيته,رُؤْيَة,O,noun
وعد,وعد,وَعَد,O,verb
ذلك,ذلك,ذٰلِكَ,O,pron_dem
في,في,فِي,O,prep
بركته,بركته,بَرَكَة,O,noun
ولي,ولي,وَلِيّ,O,noun
قضاء,قضاء,قَضاء,O,noun
القمحة,القمحة,قَمْح,O,noun
مدة,مدة,مُدَّة,O,noun
وعمر,و+_عمر,عُمَر,O,noun_prop
بها,بها,بِ,O,prep
مسجدا,مسجدا,مَسْجِد,O,noun
ثم,ثم,ثُمَّ,O,adv
المهجم,المهجم,المهجم,O,noun_prop
بعد,بعد,بُعْد,O,noun
موت,موت,مَوْت,O,noun
اخيه,أخيه,وَخَى,O,verb
العفيف,العفيف,عَفِيف,B-PERS,noun_prop
مع,مع,مَع,O,prep
تدريس,تدريس,تَدْرِيس,O,noun
جامعها,جامعها,جامِع,O,noun
المظفري,المظفري,المظفري,O,noun_prop
.,.,.,O,punc
مات,مات,مات,O,verb
بجزيرة,ب+_جزيرة,جَزِيرَة,O,noun
كمران,ك+_مران,مِران,I-LOC,noun
في,في,فِي,O,prep
توجهه,توجهه,تَوَجُّه,O,noun
للحج,ل+_الحج,حَجّ,O,noun
ثاني,ثاني,ثانِي,O,adj
شوال,شوال,شُوال,O,noun
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وثلاثين,و+_ثلاثين,ثَلاث,O,noun
ودفن,و+_دفن,دَفَن,O,verb
جوار,جوار,جِوار,O,noun
ابن,ابن,ٱِبْن,B-PERS,noun_prop
المبرك,المبرك,المبرك,I-PERS,noun_prop
وحكوا,و+_حكوا,حَكَى,O,verb
عنه,عنه,عَن,O,prep
قرب,قرب,قُرْب,O,noun
موته,موته,مَوْت,O,noun
امورا,أمورا,أَمْر,O,noun
تدل,تدل,دَلّ,O,verb
على,على,عَلَى,O,prep
ولايته,ولايته,وِلايَة,O,noun
.,.,.,O,punc
ترجمه,ترجمه,تَرْجَم,O,verb
العفيف,العفيف,عَفِيف,B-PERS,noun_prop
عثمان,عثمان,عُثْمان,B-PERS,noun_prop
الناشري,الناشري,الناشري,I-PERS,noun_prop
بما,بما,ما,O,pron_rel
هذا,هذا,هٰذا,O,pron_dem
ملخصه,ملخصه,مُلَخَّص,O,noun
.,.,.,O,punc
